protein_ID	iBAQ_DGF-298_1	iBAQ_DGF-298_2	iBAQ_DGF-298_3	iBAQ_MGF-01_1	iBAQ_MGF-01_2	iBAQ_MGF-01_3	iBAQ_MGF-02_1	iBAQ_MGF-02_2	iBAQ_MGF-02_3	iBAQ_Step04_1	iBAQ_Step04_2	iBAQ_Step04_3	iBAQ_Step05_1	iBAQ_Step05_2	iBAQ_Step05_3	iBAQ_Step09_1	iBAQ_Step09_2	iBAQ_Step09_3	iBAQ_Step10_1	iBAQ_Step10_2	iBAQ_Step10_3	iBAQ_W3110_1	iBAQ_W3110_2	iBAQ_W3110_3	LFQ_DGF-298_1	LFQ_DGF-298_2	LFQ_DGF-298_3	LFQ_MGF-01_1	LFQ_MGF-01_2	LFQ_MGF-01_3	LFQ_MGF-02_1	LFQ_MGF-02_2	LFQ_MGF-02_3	LFQ_Step04_1	LFQ_Step04_2	LFQ_Step04_3	LFQ_Step05_1	LFQ_Step05_2	LFQ_Step05_3	LFQ_Step09_1	LFQ_Step09_2	LFQ_Step09_3	LFQ_Step10_1	LFQ_Step10_2	LFQ_Step10_3	LFQ_W3110_1	LFQ_W3110_2	LFQ_W3110_3	norm_iBAQ_DGF-298_1	norm_iBAQ_DGF-298_2	norm_iBAQ_DGF-298_3	norm_iBAQ_MGF-01_1	norm_iBAQ_MGF-01_2	norm_iBAQ_MGF-01_3	norm_iBAQ_MGF-02_1	norm_iBAQ_MGF-02_2	norm_iBAQ_MGF-02_3	norm_iBAQ_Step04_1	norm_iBAQ_Step04_2	norm_iBAQ_Step04_3	norm_iBAQ_Step05_1	norm_iBAQ_Step05_2	norm_iBAQ_Step05_3	norm_iBAQ_Step09_1	norm_iBAQ_Step09_2	norm_iBAQ_Step09_3	norm_iBAQ_Step10_1	norm_iBAQ_Step10_2	norm_iBAQ_Step10_3	norm_iBAQ_W3110_1	norm_iBAQ_W3110_2	norm_iBAQ_W3110_3	W3110_ave	norm_LFQ_DGF-298_1	norm_LFQ_DGF-298_2	norm_LFQ_DGF-298_3	norm_LFQ_MGF-01_1	norm_LFQ_MGF-01_2	norm_LFQ_MGF-01_3	norm_LFQ_MGF-02_1	norm_LFQ_MGF-02_2	norm_LFQ_MGF-02_3	norm_LFQ_Step04_1	norm_LFQ_Step04_2	norm_LFQ_Step04_3	norm_LFQ_Step05_1	norm_LFQ_Step05_2	norm_LFQ_Step05_3	norm_LFQ_Step09_1	norm_LFQ_Step09_2	norm_LFQ_Step09_3	norm_LFQ_Step10_1	norm_LFQ_Step10_2	norm_LFQ_Step10_3	norm_LFQ_W3110_1	norm_LFQ_W3110_2	norm_LFQ_W3110_3
W3110_lambdaRed.CDS.1	47879000.0	40763000.0	44134000.0	18914000.0	17040000.0	6948000.0	23297000.0	15339000.0	11148000.0	48022000.0	24511000.0	22610000.0	37573000.0	30924000.0	23502000.0	48790000.0	29735000.0	16835000.0	43719000.0	44150000.0	18430000.0	28640000.0	18533000.0	9904200.0	2120100000	2004000000	2196100000	1311200000	1357000000	1147500000	1402500000	1428800000	1404500000	1431500000	1323000000	1444100000	2474200000	2260900000	1929500000	2626800000	2439600000	2285300000	2609500000	2350100000	2369500000	1374800000	1145600000	1115500000	0.17462232860167842	0.18616737055076515	0.1764772923721285	0.0938381827723927	0.10226091283484676	0.08543677751384043	0.10199953088179789	0.10728957249618502	0.1191338731908414	0.10108426038826636	0.0981645201600863	0.10477082550472351	0.1902067922588795	0.18882072090388502	0.1798018264956733	0.19669537343358917	0.15114465314017184	0.16796879326996247	0.19142808749644216	0.19638875539516829	0.19501816760456975	0.09817681079646656	0.09260771109370154	0.08354055667934955	1211966666.6666667	0.8067822946526121	0.7255324883493282	0.8575937291590287	0.11353773936621622	0.163070700572974	-0.07885586654470995	0.21065075065027491	0.2374539653879802	0.21270660428051819	0.24017765015347256	0.12646304143279666	0.2528206282108462	1.0296121039566626	0.899547162664351	0.6708770236953743	1.1159563401688597	1.0092946008326462	0.9150335455821846	1.1064233817746385	0.9553721265786572	0.9672326407867207	0.18187173663905465	-0.08124662246898612	-0.11965950660173967
W3110_lambdaRed.CDS.100	1434400.0	1349800.0	1076700.0	865390.0	591740.0	154640.0	758540.0	447160.0	141530.0	1654700.0	565980.0	531380.0	500520.0	465140.0	336120.0	971770.0	659310.0	89329.0	339930.0	344140.0	116910.0	915480.0	219240.0	216360.0	8161800	10488000	10413000	7338600	6815300	216360	216360	216360	216360	6499800	8834900	216360	6951200	216360	216360	8551400	6699300	6917600	6660700	7598700	216360	7197600	216360	216360	0.005231484954703472	0.006164627646871496	0.0043053677594840885	0.004293466479295808	0.0035511662300993087	0.0019015462398877787	0.003321059542219126	0.003127687935158361	0.0015124701356924815	0.0034830728762747145	0.0022667029138021965	0.0024623229215701005	0.002533795642121054	0.0028401264429321264	0.002571482849192652	0.003917660648525496	0.0033513092739817286	0.000891267260707602	0.0014884180741248788	0.0015308092023033572	0.0012370902861991453	0.003138229984216104	0.001095522288899969	216360.0	7197600.0	0.18137143061445066	0.5431517575192205	0.5327979378472681	0.027988935340963535	-0.07873876418878635	-5.056010220323761	-5.056010220323761	-5.056010220323761	-5.056010220323761	-0.14712060119894413	0.29569787732834546	-5.056010220323761	-0.05025387328240073	-5.056010220323761	-5.056010220323761	0.24864470338659797	-0.10350556967713592	-0.0572443336271452	-0.11184212409823006	0.07823669262415	-5.056010220323761	0.0	-5.056010220323761	-5.056010220323761
W3110_lambdaRed.CDS.1007	216360.0	179820.0	216360.0	1205300.0	965470.0	440930.0	1496900.0	685570.0	490050.0	1462800.0	1126600.0	1133400.0	741430.0	1002000.0	359410.0	533150.0	244960.0	283440.0	332380.0	595220.0	279790.0	987190.0	1744100.0	669350.0	216360	216360	216360	16917000	13345000	22116000	15084000	14632000	23564000	14384000	14740000	13503000	13618000	10064000	14746000	11976000	7734000	15403000	7146700	10662000	13550000	12436000	16002000	21339000	216360.0	0.0008212500692402078	216360.0	0.005979864740169447	0.005794004901095042	0.005421939883301333	0.006553766483966316	0.004795261243641017	0.0052369532254370145	0.0030791315666976807	0.004511939472577749	0.005251979373155843	0.00375336071073646	0.00611817236921785	0.0027496627717134687	0.002149377707442469	0.0012451452575488982	0.002827981868989496	0.001455359631328883	0.0026476673836084274	0.0029606149275139756	0.0033840490869470616	0.008715108666623042	0.005645874640387171	16592333.333333334	-6.260939169891324	-6.260939169891324	-6.260939169891324	0.027956966064430686	-0.31421747724076793	0.4145736940817727	-0.13749772712843272	-0.18138980252138015	0.5060676753925281	-0.2060518567556493	-0.17078025828766466	-0.2972368121633891	-0.28500194441853477	-0.7213129553908075	-0.17019312063828473	-0.47037065621168006	-1.1012301131872895	-0.10730541468289435	-1.2151676486737468	-0.6380386955202624	-0.2922239311415004	-0.4159942609290325	-0.05226455199801431	0.3629757866542234
W3110_lambdaRed.CDS.101	13122000.0	11405000.0	11231000.0	12281000.0	9786800.0	7210900.0	13694000.0	7929800.0	7199200.0	19219000.0	9363700.0	11542000.0	11923000.0	10054000.0	7747000.0	12960000.0	11146000.0	7598200.0	11815000.0	11033000.0	5908200.0	16522000.0	11304000.0	7059200.0	206460000	193890000	189530000	284670000	257130000	368850000	261900000	246420000	340040000	215950000	170180000	247890000	245420000	287600000	281080000	239380000	220910000	341720000	213670000	212350000	269890000	231310000	241770000	240900000	0.04785802117653302	0.05208740429142793	0.04490906037593183	0.06092982566499708	0.058732811134511634	0.08866955368085089	0.05995542670280896	0.055465470498744895	0.07693474882270411	0.040455174719963585	0.03750084114981029	0.05348362972027947	0.060358118438842256	0.061389326347421426	0.05926834949629738	0.052247838485331335	0.05665573579621172	0.07580994862036407	0.05173317902446222	0.04907717187485599	0.06251797817912745	0.0566367761165929	0.05648505726019545	0.05954337530652292	237993333.33333334	-0.20505886343273608	-0.2956827638917783	-0.32849493602862784	0.25836930106883266	0.11157678148781085	0.6321130743137275	0.13809489834708513	0.05019819180933846	0.5147833038666273	-0.14022384479648892	-0.48385966366093514	0.05877891225586171	0.04433166192626868	0.2731425144357867	0.24005964233296728	0.008381460003717327	-0.10746243425588949	0.5218935261577696	-0.15553679845120752	-0.164477052656109	0.18145036152602964	-0.04109352338914825	0.02271407771887529	0.017513232234959757
W3110_lambdaRed.CDS.1011	44031.0	86582.0	45696.0	5469100.0	4797500.0	1737100.0	7640600.0	5224800.0	3499000.0	17565000.0	8614300.0	8547600.0	5892500.0	3463100.0	2441300.0	8540000.0	6713100.0	2363500.0	8529400.0	8116300.0	2375300.0	11760000.0	7108000.0	3729900.0	216360	216360	216360	203700000	209930000	156930000	256180000	258340000	262630000	258340000	279400000	313030000	244920000	177530000	140940000	258850000	259520000	179170000	270680000	262690000	194350000	325080000	284490000	240060000	0.00016058806054137522	0.0003954258341394487	0.0001827232145791631	0.027133890525562702	0.028790887871195853	0.021360424038470383	0.03345227349682212	0.036545182761462125	0.03739230555209491	0.036973575313812394	0.03449955636306276	0.039608098544191714	0.02982975869335553	0.021145551628581175	0.018677142329328877	0.03442874542166123	0.03412305939113124	0.023581481609358856	0.037346845295916045	0.0361030590127702	0.025134381633810876	0.04031282454491784	0.03551802786672587	0.031461190440248164	283210000.0	-10.35422268920106	-10.35422268920106	-10.35422268920106	-0.47542622683922037	-0.43196385776612634	-0.8517510312933183	-0.14471435842326658	-0.1326011671179269	-0.10884048368006127	-0.1326011671179269	-0.019540186395645184	0.14442872086853695	-0.20956161893859526	-0.673809367347662	-1.0067910879591175	-0.12975588894418083	-0.12602648247519752	-0.6605431125737885	-0.06528391348290336	-0.10851092568558263	-0.5432150994659111	0.19892259223069994	0.006505734654340204	-0.23847717262571258
W3110_lambdaRed.CDS.1012	56302.0	161410.0	154600.0	1797300.0	1132500.0	511020.0	1630200.0	1094000.0	481290.0	1729800.0	793410.0	788310.0	845620.0	1042200.0	1369100.0	1070600.0	850960.0	366750.0	1097600.0	1149600.0	328090.0	872420.0	905830.0	443360.0	216360	216360	216360	72363000	66773000	80301000	75581000	70696000	62011000	45015000	43334000	53367000	50406000	60710000	50933000	60432000	48300000	45417000	57130000	54184000	50178000	49650000	48607000	49738000	0.0002053423493584181	0.0007371703574466797	0.0006181943490445249	0.008916959178218324	0.006796389893513143	0.006283808584502409	0.007137384008391935	0.007652049827943571	0.005143338879442057	0.003641155170955461	0.003177541183150996	0.0036528920589840156	0.0042808045050955115	0.006363631979240363	0.010474286471586516	0.004316090731666337	0.0043254768466844	0.003659195422141891	0.0048059532202496605	0.0051136696082057865	0.0034717043195541665	0.0029906219718943217	0.004526349913128348	0.003739680257805417	49331666.666666664	-7.832936416670456	-7.832936416670456	-7.832936416670456	0.5527381904467336	0.4367508300795383	0.7029039244452735	0.6155095772893733	0.5191145597439938	0.3300101253194936	-0.13210820984242222	-0.18701461694225358	0.11343388370445208	0.031081443412673927	0.2994201436888874	0.04608666628772062	0.2927986593909438	-0.0304908404387311	-0.11928161689541045	0.2117345004220816	0.13535287137037136	0.02454093930262477	0.009279688253869623	-0.021349935049967923	0.011834467437975515
W3110_lambdaRed.CDS.1014	216360.0	216360.0	216360.0	10154000.0	10629000.0	2979500.0	11251000.0	7598800.0	3721600.0	24976000.0	35504000.0	17694000.0	12897000.0	12062000.0	8149600.0	4839600.0	1456200.0	2214100.0	6287800.0	4353100.0	2217600.0	23839000.0	16932000.0	4986800.0	216360	216360	216360	77286000	54130000	38757000	73392000	73566000	46446000	78344000	104940000	106630000	84500000	80679000	55606000	19938000	17509000	31373000	35419000	33024000	29890000	117800000	111180000	60877000	216360.0	216360.0	216360.0	0.050377123182345114	0.06378704474891937	0.036637720006115086	0.04925942060999734	0.05315027077932139	0.03977113585100784	0.052573414007274596	0.14219057254961867	0.08199093261745148	0.06528882441547837	0.0736500949276504	0.06234843695043567	0.01951069746401308	0.007401945313694913	0.0220908645784986	0.027531771736776435	0.01936353094248487	0.023465669478019202	0.08171916873522928	0.0846076600787004	0.04206296803866848	96619000.0	-8.80272930822356	-8.80272930822356	-8.80272930822356	-0.3220998207426649	-0.8358785330003292	-1.317850018324319	-0.39668410852037256	-0.3932677711393624	-1.0567525661812442	-0.302484131379976	0.11918586892783765	0.14223456654876207	-0.19335557965806202	-0.26011371890644447	-0.7970663599886446	-2.2767862221891457	-2.46421023226935	-1.6227834295448627	-1.4477834406233283	-1.5487920451790793	-1.6926440240368765	0.28596071300285203	0.2025184610334509	-0.6664096560314696
W3110_lambdaRed.CDS.1017	263670.0	296930.0	80624.0	169770.0	154730.0	14290.0	178350.0	153700.0	40896.0	236550.0	216360.0	99950.0	245490.0	35887.0	41136.0	208160.0	134670.0	95152.0	237960.0	151470.0	40239.0	216360.0	216360.0	216360.0	216360	216360	216360	216360	216360	216360	216360	216360	216360	216360	216360	216360	216360	216360	216360	216360	216360	216360	6130500	216360	216360	216360	216360	216360	0.0009616464291736369	0.0013560993385579741	0.00032238875289369845	0.0008422812884249291	0.000928569896885906	0.00017571841546816058	0.0007808566052611346	0.0010750640388984705	0.00043703793308330196	0.0004979276538845614	216360.0	0.00046315099554166805	0.0012427505238238182	0.0002191246026089032	0.00031471057504578405	0.0008391905909804452	0.0006845350744370923	0.0009493654064284806	0.0010419320593026686	0.0006737713426887008	0.00042579142953012925	216360.0	216360.0	216360.0	216360.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.824499036363042	0.0	0.0	0.0	0.0	0.0
W3110_lambdaRed.CDS.1018	5067600.0	3687800.0	5108200.0	4012700.0	3408700.0	1405600.0	6021000.0	3549200.0	2497900.0	7285300.0	3377900.0	3436800.0	2820100.0	1596500.0	1700100.0	2932700.0	2562800.0	1335700.0	3327100.0	3637900.0	1429200.0	5758200.0	3385200.0	2195000.0	47326000	48856000	57222000	57499000	51552000	69622000	65076000	76586000	101650000	63937000	47024000	60745000	56078000	33651000	45574000	46847000	42307000	53960000	47365000	48895000	58841000	62332000	58448000	56661000	0.018482343249062547	0.016842431349927918	0.020426005005105063	0.01990824130330867	0.020456383426064678	0.017284101104411934	0.026361298683920897	0.024825096205975613	0.026693981148493248	0.015335245558423992	0.013528209075466341	0.015925536182867482	0.014276266863153487	0.009748165855744808	0.013006598809688288	0.011823089191815678	0.013026854449895152	0.013326754806693727	0.014568045698881782	0.016182166551576053	0.015123166855151984	0.01973888658967227	0.01691553572516044	0.018514521305221247	59147000.0	-0.32167200491666614	-0.27576924506951367	-0.04773507233247661	-0.04076812987301949	-0.19827659620619636	0.23523826294760092	0.13782058082359977	0.3727756947432746	0.7812333147066921	0.11234605737788081	-0.3309077312614325	0.03846066813581798	-0.07687009825326598	-0.8136556176122838	-0.376093994850279	-0.33634833218965854	-0.4834086079099372	-0.1324146470771352	-0.32048361088183397	-0.2746180525583355	-0.007483230028534004	0.07566800879877576	-0.01715133655074679	-0.061948931552177455
W3110_lambdaRed.CDS.1022	5783700.0	4716500.0	5260700.0	2932700.0	2345000.0	1065300.0	3506000.0	2341800.0	1322700.0	4580800.0	3448000.0	3245200.0	2462200.0	2120600.0	1363700.0	2925400.0	2605800.0	1343500.0	3203800.0	3191900.0	1354300.0	3087000.0	2139100.0	1527700.0	119150000	121980000	113430000	82776000	75050000	88761000	87085000	92683000	88954000	63596000	91331000	92937000	77278000	84409000	61087000	75495000	69560000	82992000	74884000	78711000	87041000	70404000	74176000	75158000	0.02109407385144902	0.021540573637923704	0.021035802147597236	0.014550028477138419	0.014072877969349511	0.013099568089449369	0.01535006031985163	0.016379863150894198	0.014135125051087721	0.009642388488329736	0.013808953755945394	0.01503769495479561	0.01246446022143063	0.012948299726709954	0.010432973823170355	0.011793659467977492	0.013245425833282656	0.013404578185814944	0.014028164109908765	0.014198262023688282	0.014330607942857775	0.010582116443040933	0.01068888764908741	0.012885938131201136	73246000.0	0.701957071013538	0.7358227405017933	0.6309803746442951	0.176462559230552	0.035102096443955275	0.2771759459287024	0.2496742670818401	0.3395547672801754	0.28030950530587495	-0.2038139482829789	0.31835465430661114	0.34350310010106155	0.0773077814603521	0.20464685721681133	-0.2618845844092499	0.043631123153962864	-0.07449204275750826	0.18022229941198017	0.03190752450375027	0.103815293577167	0.24894515617192214	-0.05709257755893649	0.018202496055014217	0.03717670087601832
