protein_ID	iBAQ_DGF-298_1	iBAQ_DGF-298_2	iBAQ_DGF-298_3	iBAQ_MGF-01_1	iBAQ_MGF-01_2	iBAQ_MGF-01_3	iBAQ_MGF-02_1	iBAQ_MGF-02_2	iBAQ_MGF-02_3	iBAQ_Step04_1	iBAQ_Step04_2	iBAQ_Step04_3	iBAQ_Step05_1	iBAQ_Step05_2	iBAQ_Step05_3	iBAQ_Step09_1	iBAQ_Step09_2	iBAQ_Step09_3	iBAQ_Step10_1	iBAQ_Step10_2	iBAQ_Step10_3	iBAQ_W3110_1	iBAQ_W3110_2	iBAQ_W3110_3	norm_iBAQ_DGF-298_1	norm_iBAQ_DGF-298_2	norm_iBAQ_DGF-298_3	norm_iBAQ_MGF-01_1	norm_iBAQ_MGF-01_2	norm_iBAQ_MGF-01_3	norm_iBAQ_MGF-02_1	norm_iBAQ_MGF-02_2	norm_iBAQ_MGF-02_3	norm_iBAQ_Step04_1	norm_iBAQ_Step04_2	norm_iBAQ_Step04_3	norm_iBAQ_Step05_1	norm_iBAQ_Step05_2	norm_iBAQ_Step05_3	norm_iBAQ_Step09_1	norm_iBAQ_Step09_2	norm_iBAQ_Step09_3	norm_iBAQ_Step10_1	norm_iBAQ_Step10_2	norm_iBAQ_Step10_3	norm_iBAQ_W3110_1	norm_iBAQ_W3110_2	norm_iBAQ_W3110_3
W3110_lambdaRed.CDS.1024	887040.0	931320.0	573310.0	1806000.0	1591300.0	1072600.0	864380.0	345090.0	428490.0	506940.0	722840.0	115450.0	311970.0	290200.0	350020.0	852040.0	399780.0	252540.0	260400.0	464140.0	156960.0	455290.0	0.0	149070.0	0.003235175971988405	0.004253401259508343	0.0022924773754897584	0.00896012255931803	0.009549752969136833	0.013189333270199376	0.00378445098096787	0.002413753085123443	0.004579088026869719	0.001067087063454828	0.00289491419169013	0.0005349753120088602	0.001579293987198324	0.0017719497221028145	0.0026778246664120316	0.0034349728628890208	0.00203210389885246	0.002519681559393901	0.0011401878813347408	0.0020645951739323536	0.0016608818007169434	0.0015607164869945274	0.0	0.0012573848250429754
W3110_lambdaRed.CDS.1025	40592000.0	31108000.0	34318000.0	21938000.0	19509000.0	10429000.0	25759000.0	15705000.0	12199000.0	60998000.0	27232000.0	25249000.0	25266000.0	18672000.0	16912000.0	28109000.0	24768000.0	15169000.0	28100000.0	27470000.0	11680000.0	18182000.0	12601000.0	7129800.0	0.14804548053633806	0.14207233430054714	0.13722634974456668	0.1088411786856694	0.11707794298679726	0.12824124247147983	0.11277872326841362	0.10984958185361404	0.13036545739640062	0.12839818656373062	0.10906189926969401	0.1169994946116216	0.12790474045758518	0.11401049349105358	0.12938509444706095	0.11332056265310017	0.12589711683120147	0.15134651767817411	0.12303870762483188	0.12219250533873778	0.12359263144988467	0.06232719182616464	0.06296604799502149	0.060138876538481295
W3110_lambdaRed.CDS.1026	1891000.0	1193300.0	1689200.0	321600.0	894780.0	5534800.0	896220.0	303200.0	320310.0	2285400.0	1017300.0	1677400.0	1768000.0	1007300.0	204000.0	1571300.0	1405700.0	247150.0	1157900.0	951450.0	301310.0	1688000.0	862420.0	441210.0	0.006896777781193716	0.005449881590614726	0.006754553003919868	0.0015955567082373636	0.0053697781447396824	0.06805922224864767	0.0039238536964795855	0.0021207509212362798	0.003423014973247077	0.00481066945756828	0.004074202046381452	0.007772781189810846	0.008950193189622839	0.006150533959593952	0.0015607000512772255	0.0063346472694445315	0.007145251014600288	0.00246590360894988	0.005069982902448143	0.004232255522553406	0.0031883301183360233	0.005786398625154874	0.004309434101409922	0.003721545305274107
W3110_lambdaRed.CDS.1027	16353000.0	13217000.0	16251000.0	13820000.0	10225000.0	3918900.0	20077000.0	13680000.0	6980100.0	37462000.0	19579000.0	18817000.0	10662000.0	7470800.0	5287800.0	9691500.0	8673500.0	3779000.0	9451800.0	9486100.0	3492200.0	25019000.0	11473000.0	8486700.0	0.059641992097229424	0.06036293051466926	0.06498238270583813	0.06856527894228968	0.06136254892818709	0.04818914614262943	0.08790164319499748	0.09568559565472398	0.07459332151591246	0.07885591109627325	0.07841226960198806	0.08719472019117128	0.053974524766831844	0.04561640931731808	0.04045426338795938	0.039070981996959	0.044087881251430316	0.03770442944860043	0.04138566749923081	0.042196225878915194	0.0369529270162061	0.08576416303480437	0.057329534850161214	0.07158414030114858
W3110_lambdaRed.CDS.1029	426860.0	292130.0	418230.0	213750.0	162470.0	125840.0	191880.0	142950.0	119220.0	541480.0	323610.0	282780.0	158220.0	120890.0	104070.0	250920.0	183730.0	126390.0	179540.0	179740.0	85060.0	331110.0	264640.0	112810.0	0.0015568263160657587	0.0013341774147877985	0.0016723636649475528	0.0010604796218461952	0.0009750193960256779	0.0015474041569288543	0.0008400940029016346	0.0009998725072253504	0.0012740527773423137	0.0011397922892640553	0.0012960311847336104	0.0013103535619737158	0.0008009612932478085	0.0007381495585975507	0.0007961865408648081	0.0010115762062298873	0.0009339097737159499	0.0012610380624526614	0.0007861341482904738	0.0007995224211716319	0.00090006757115815	0.0011350322563833117	0.001322381949162962	0.0009515367418870198
W3110_lambdaRed.CDS.1030	8708200.0	6036600.0	6754700.0	3035200.0	2811900.0	1177600.0	4445000.0	2836500.0	1690300.0	9909600.0	5723000.0	4317200.0	4340400.0	3167600.0	1848300.0	4417500.0	4631000.0	2002100.0	4256100.0	5118200.0	1643900.0	6219900.0	4091700.0	2185500.0	0.03176019052046067	0.027569559381467237	0.02700981480912712	0.015058562564807356	0.01687485098593343	0.014480476280987118	0.019461214524170135	0.019840072520074897	0.01806350788073908	0.020859285051508983	0.022920139891321197	0.020005157358203997	0.02197252178746548	0.019341240316102255	0.014140401493998509	0.017809014391122775	0.023539629685291268	0.019975665043409082	0.018635766673382455	0.02276686133326275	0.017395027982916558	0.021321576308412794	0.02044585180392266	0.018434390119617783
W3110_lambdaRed.CDS.1031	337180.0	183510.0	366150.0	215310.0	227080.0	114260.0	387920.0	175250.0	145250.0	189230.0	154810.0	76543.0	95261.0	151360.0	75276.0	250570.0	200080.0	61423.0	199510.0	191200.0	97678.0	82788.0	72676.0	38501.0	0.0012297490916250119	0.0008381025481385304	0.001464112942449242	0.0010682192625951078	0.001362758690524472	0.0014050095277391204	0.0016984014259203777	0.0012257968302990042	0.0015522241730328054	0.00039832107353445596	0.0006200011980736388	0.00035468701002247023	0.0004822422813555776	0.000924198173457898	0.0005758983189212962	0.0010101651920732617	0.0010170177299574771	0.0006128391558669977	0.0008735748241363063	0.0008504989814622011	0.0010335857067433078	0.0002837940576891716	0.000363155345138178	0.00032475060809673037
W3110_lambdaRed.CDS.1033	202400.0	67728.0	73812.0	0.0	388120.0	0.0	58584.0	46669.0	39481.0	0.0	95251.0	0.0	3220300.0	1937300.0	1229300.0	5365200.0	3804500.0	1991700.0	3827600.0	4145400.0	1418600.0	2906200.0	2269000.0	2022200.0	0.0007381849936084654	0.0003093183443971794	0.00029514981430578575	0.0	0.002329196331541122	0.0	0.0002564939913799737	0.00032642917131654335	0.00042191643769713043	0.0	0.00038147234750799145	0.0	0.01630220991433395	0.011829077176532676	0.009404747907034772	0.021629637580362626	0.01933848437436636	0.019871900537914124	0.016759535847146137	0.018439636389923682	0.01501100230948685	0.00996234104527553	0.011337986104333286	0.01705697721340246
W3110_lambdaRed.CDS.1034	0.0	0.0	0.0	180960.0	521270.0	152170.0	348500.0	371910.0	0.0	132580.0	111600.0	51879.0	31596000.0	29643000.0	19214000.0	45344000.0	35718000.0	13073000.0	22617000.0	38717000.0	8571600.0	17101000.0	21930000.0	20840000.0	0.0	0.0	0.0	0.0008977983268738597	0.0031282597437453387	0.0018711736376340097	0.001525811757406815	0.00260134721344652	0.0	0.00027907524139511797	0.0004469487352562372	0.00024039830412912654	0.1599492669792552	0.18099898556958557	0.1469965234570618	0.18280293119435678	0.18155657376360038	0.13043397887842112	0.09903083453205773	0.17222159552966548	0.09070090751162942	0.05862156569240136	0.10958221034289509	0.17578251662907093
W3110_lambdaRed.CDS.1035	0.0	0.0	0.0	138340.0	123000.0	42209.0	140990.0	191550.0	61113.0	801360.0	250070.0	211470.0	550080.0	375480.0	457770.0	729550.0	656890.0	368360.0	934260.0	672590.0	290660.0	152430.0	83681.0	298150.0	0.0	0.0	0.0	0.00068634737256703	0.0007381509553219572	0.0005190271937365704	0.0006172860822863324	0.001339808175998712	0.0006530883021449489	0.0016868285974082947	0.0010015095898344734	0.0009799153679559435	0.0027846845417125177	0.002292666029135647	0.0035021650121234093	0.002941158222760299	0.0033390082798468966	0.0036752589657810144	0.004090752419415495	0.002991825888816223	0.0030756364946252983	0.0005225241365120601	0.0004181463266622802	0.0025148539987023756
W3110_lambdaRed.CDS.1036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1864900.0	1701300.0	1036000.0	2157200.0	2052600.0	1085100.0	1784900.0	1709800.0	581260.0	0.0	216420.0	117530.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00944073262405409	0.01038807051072887	0.007925908103545124	0.008696684967635551	0.010433479570725298	0.010826429318517154	0.007815366165108983	0.007605560452427152	0.006150638095595888	0.0	0.0010814310060378184	0.0009913492888394774
W3110_lambdaRed.CDS.1037	50504.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2764200.0	1737700.0	1361800.0	2315900.0	2901300.0	1153500.0	2048100.0	2011900.0	586530.0	0.0	80308.0	319240.0	0.00018419612113242063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013993282813775708	0.010610327471047763	0.010418437891320223	0.009336479100939725	0.014747468712143283	0.011508880489272452	0.008967814131189258	0.00894936663600315	0.006206402921601101	0.0	0.00040129175322467937	0.0026927452307420638
W3110_lambdaRed.CDS.1038	0.0	0.0	97281.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160390.0	0.0	22281000.0	16065000.0	11489000.0	31957000.0	19938000.0	12175000.0	24808000.0	23148000.0	9369200.0	8610500.0	4228300.0	4721300.0	0.0	0.0	0.0003889945955329911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006423486348364506	0.0	0.11279369596039958	0.0980922546022802	0.08789648475060806	0.1288336554379424	0.10134595911581457	0.12147431292318343	0.10862435084543876	0.10296731392723342	0.09914076049488524	0.02951646052245026	0.021128429548238185	0.03982351227259274
