protein_ID	iBAQ_DGF-298_1	iBAQ_DGF-298_2	iBAQ_DGF-298_3	iBAQ_MGF-01_1	iBAQ_MGF-01_2	iBAQ_MGF-01_3	iBAQ_MGF-02_1	iBAQ_MGF-02_2	iBAQ_MGF-02_3	iBAQ_Step04_1	iBAQ_Step04_2	iBAQ_Step04_3	iBAQ_Step05_1	iBAQ_Step05_2	iBAQ_Step05_3	iBAQ_Step09_1	iBAQ_Step09_2	iBAQ_Step09_3	iBAQ_Step10_1	iBAQ_Step10_2	iBAQ_Step10_3	iBAQ_W3110_1	iBAQ_W3110_2	iBAQ_W3110_3	norm_iBAQ_DGF-298_1	norm_iBAQ_DGF-298_2	norm_iBAQ_DGF-298_3	norm_iBAQ_MGF-01_1	norm_iBAQ_MGF-01_2	norm_iBAQ_MGF-01_3	norm_iBAQ_MGF-02_1	norm_iBAQ_MGF-02_2	norm_iBAQ_MGF-02_3	norm_iBAQ_Step04_1	norm_iBAQ_Step04_2	norm_iBAQ_Step04_3	norm_iBAQ_Step05_1	norm_iBAQ_Step05_2	norm_iBAQ_Step05_3	norm_iBAQ_Step09_1	norm_iBAQ_Step09_2	norm_iBAQ_Step09_3	norm_iBAQ_Step10_1	norm_iBAQ_Step10_2	norm_iBAQ_Step10_3	norm_iBAQ_W3110_1	norm_iBAQ_W3110_2	norm_iBAQ_W3110_3
W3110_lambdaRed.CDS.1946	1345400.0	921720.0	1047700.0	745220.0	821880.0	0.0	825200.0	457650.0	290290.0	0.0	737100.0	705560.0	402920.0	238000.0	275110.0	998600.0	358300.0	0.0	521280.0	668320.0	98726.0	1310300.0	1034800.0	406590.0	0.00490688779842307	0.004209557411967992	0.0041894063356659045	0.00369726607622092	0.004932288676097644	0.0	0.0036129120866918328	0.0032010608809491543	0.0031022041665383342	0.0	0.0029520243078617605	0.0032694428855865867	0.002039712579164499	0.0014532185867004474	0.0021047264269944974	0.0040258249623033844	0.001821258759714934	0.0	0.002282477491483002	0.002972832004659091	0.0010446751825788796	0.004491657653163762	0.0051708012431750045	0.003429530395211802
W3110_lambdaRed.CDS.1949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51028.0	55455.0	23854.0	12798.0	11441.0	0.0	17769.0	12436.0	8214.2	40277.0	52764.0	8284.2	0.0	19934.0	14872.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010741176209013485	0.00022209267126912756	0.0001105353061295743	6.47876540954712e-05	6.985829348924294e-05	0.0	7.163517299736515e-05	6.321287729783678e-05	8.195600009968077e-05	0.00017635694046282395	0.00023470569172526977	8.76597669055766e-05	0.0	9.960838034542959e-05	0.0001254432623468111
W3110_lambdaRed.CDS.1956	0.0	368700.0	283110.0	3138700.0	2695000.0	842480.0	205840.0	128280.0	0.0	30951000.0	17055000.0	16571000.0	6015600.0	5032400.0	3543300.0	3052600.0	1029900.0	598140.0	1828300.0	3288700.0	712190.0	19953000.0	11370000.0	5587900.0	0.0	0.0016838777695966224	0.001132063403350553	0.01557205796064867	0.016173307517013614	0.01035963965455675	0.0009012140377177009	0.0008972622960956135	0.0	0.06515053399019682	0.06830385913794916	0.07678714504373169	0.030452931081162416	0.030727635360131646	0.027107982802404867	0.012306462327185371	0.005235038784902067	0.0059678558958417205	0.008005397478664772	0.014628849374135673	0.007536081865778543	0.06839811123679809	0.056814853242075566	0.04713316337195708
W3110_lambdaRed.CDS.1958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	257240.0	252160.0	0.0	84208.0	0.0	0.0	0.0	0.0	70222.0	169800.0	46248.0	44913.0	49994.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010302248445995918	0.0011684657832494948	0.0	0.0005141707174322322	0.0	0.0	0.0	0.0	0.0003074741682146243	0.0007553071498550301	0.0004893760290491666	0.00015396002455662374	0.00024981545936537605	0.0
W3110_lambdaRed.CDS.196	38435000.0	29445000.0	30957000.0	16050000.0	13315000.0	5734300.0	17502000.0	11474000.0	6639600.0	40326000.0	22400000.0	19794000.0	17855000.0	14055000.0	10235000.0	21137000.0	17481000.0	8485200.0	19464000.0	18698000.0	8032600.0	23769000.0	13611000.0	8494400.0	0.1401785584453625	0.13447730112767167	0.12378682059101785	0.07962899616669677	0.07990634122042163	0.0705123939691444	0.07662771127154684	0.08025559389929116	0.07095454471097153	0.08488450885879867	0.08971014040985406	0.0917219690420388	0.09038783902755416	0.08581927410115457	0.07830276972952159	0.08521316065312101	0.08885689193016122	0.08465986365632823	0.08522510338824653	0.08317275081265814	0.0849974461801664	0.08147921144627145	0.06801292589955063	0.07164908873579559
W3110_lambdaRed.CDS.1960	1092600.0	743670.0	606010.0	335280.0	396500.0	251130.0	560250.0	323800.0	233890.0	1426000.0	537140.0	422430.0	527420.0	246410.0	282610.0	764110.0	454180.0	325660.0	468120.0	474950.0	332860.0	579880.0	489710.0	349310.0	0.003984885988224354	0.0033963910521180364	0.0024232338775192278	0.00166342740403552	0.0023794866161394802	0.0030880451838012015	0.002452901110723581	0.002264838879605236	0.0024994816649269733	0.003001669137346796	0.002151201108024509	0.001957467484208773	0.0026699722240219894	0.0015045697140708288	0.002162105105350278	0.0030804857920545157	0.0023086221141147886	0.0032492258518738333	0.0020497110253856333	0.0021126803935432657	0.003522178365103477	0.001987806181726782	0.002447036216462342	0.0029463815203311316
W3110_lambdaRed.CDS.1962	0.0	0.0	0.0	38495.0	0.0	25538.0	68313.0	0.0	0.0	60688000.0	31870000.0	585280.0	1370900.0	1258500.0	117820.0	31777000.0	533140.0	310700.0	18282000.0	27144000.0	9154800.0	82774000.0	91877000.0	5089600.0	0.0	0.0	0.0	0.00019098555809576273	0.0	0.0003140305734237849	0.00029908975203366353	0.0	0.0	0.12774564979474218	0.1276367042349129	0.0027120861898011755	0.006939943350483003	0.00768435122421224	0.0009013807845170721	0.128107991014535	0.002709980170679375	0.0030999646016618555	0.08004959618495289	0.120742386782479	0.0968720738353942	0.28374606623138005	0.45910099132121174	0.04293007181551437
W3110_lambdaRed.CDS.1964	831500.0	793940.0	781720.0	755710.0	601530.0	370770.0	657190.0	494910.0	383550.0	1150100.0	470220.0	604380.0	791510.0	616630.0	738520.0	1261400.0	1001900.0	551330.0	836220.0	906600.0	428560.0	1206800.0	753690.0	520530.0	0.003032612757833197	0.0036259775329361057	0.0031258401457638168	0.0037493101989491853	0.0036099182451611134	0.0045592104200930655	0.002877326338164088	0.0034616782270087314	0.004098833608032581	0.0024209114129470897	0.0018831920635500705	0.0028005922829962317	0.004006882020089577	0.0037651183912483063	0.0056500402052414534	0.005085295020478159	0.00509271323292881	0.005500815847551435	0.0036614743092539823	0.0040327530156570686	0.0045348337443632345	0.004136863661633235	0.0037661202058065025	0.004390598530754813
W3110_lambdaRed.CDS.1967	1089000.0	1057100.0	1131400.0	0.0	0.0	0.0	0.0	0.0	0.0	3878300.0	1629200.0	1813500.0	775250.0	689370.0	497470.0	2082700.0	841220.0	157670.0	900780.0	1337700.0	218580.0	3276200.0	2007900.0	1082700.0	0.003971756215610765	0.00482784700363599	0.004524094996823904	0.0	0.0	0.0	0.0	0.0	0.0	0.00816365597150917	0.00652481074802385	0.008403445026661481	0.00392456859177325	0.004209265954259191	0.003805889482886673	0.008396340525725274	0.004275967886819417	0.0015731297674413413	0.003944156834672457	0.005950379118734238	0.0023129175841023796	0.011230686715481279	0.010033293212380258	0.00913242470030207
W3110_lambdaRed.CDS.1968	7789900.0	6167700.0	7147100.0	3530500.0	2709500.0	1030100.0	3397100.0	2524900.0	1020900.0	9168700.0	5320900.0	4339100.0	4094900.0	2215300.0	1941200.0	5045800.0	3762000.0	1256700.0	4088200.0	3356000.0	1265800.0	6683100.0	3967600.0	1918200.0	0.02841100435627759	0.02816830192444016	0.028578892833480755	0.0175158985025871	0.0162603253125597	0.012666727765832907	0.014873271509574437	0.017660567285717292	0.01090991847331629	0.019299722173626625	0.021309762772624665	0.020106638166631836	0.020729720640377015	0.013526534181165971	0.014851132056565441	0.020341986375716423	0.01912245451869267	0.012538543659183953	0.017900599448819846	0.014928214339890935	0.013394139802163016	0.022909407969059558	0.0198257354198117	0.016179751602585602
W3110_lambdaRed.CDS.1969	5910200.0	5568100.0	4566000.0	4228500.0	4124800.0	1994600.0	5426600.0	3684100.0	3780800.0	9771300.0	5150200.0	6186400.0	4366100.0	3324100.0	2324200.0	5701800.0	4753100.0	2883800.0	5018900.0	5011400.0	1644000.0	7425000.0	5181300.0	2971800.0	0.02155543947245431	0.02542988828014904	0.018257926246683705	0.020978891606908245	0.024753862280585442	0.024526798564926042	0.023758881155649416	0.02576866249645969	0.04040378074631622	0.020568169454247366	0.020626123443697783	0.028666706541460484	0.02210262357760875	0.020296823126264525	0.01778126989793396	0.02298663005213443	0.02416027075300322	0.028772700090996008	0.021975764046201732	0.022291791818512943	0.01739608613900774	0.025452612435885626	0.02589048365023449	0.0250667218290918
W3110_lambdaRed.CDS.197	61938.0	37117.0	0.0	0.0	0.0	0.0	28991.0	0.0	0.0	0.0	0.0	16855.0	0.0	0.0	31553.0	0.0	44933.0	17004.0	31629.0	18255.0	14462.0	43771.0	0.0	0.0	0.000225897737816804	0.00016951584262033586	0.0	0.0	0.0	0.0	0.0001269291496670903	0.0	0.0	0.0	0.0	7.81031518744854e-05	0.0	0.0	0.00024139592508799163	0.0	0.00022839692952908496	0.00016965496648425554	0.0001384907930059006	8.120219093406108e-05	0.00015303053390652673	0.00015004529278534004	0.0	0.0
W3110_lambdaRed.CDS.1971	0.0	0.0	0.0	28355.0	9092.4	0.0	0.0	0.0	0.0	143460.0	36318.0	27352.0	48871.0	61973.0	11198.0	30494.0	122930.0	62999.0	51029.0	65819.0	0.0	0.0	0.0	10843.0	0.0	0.0	0.0	0.00014067789322783097	5.456555891194604e-05	0.0	0.0	0.0	0.0	0.0003019771770292927	0.00014545057497344105	0.00012674443251681545	0.0002474009566572725	0.0003784046868638102	8.567019203040378e-05	0.00012293561626324797	0.0006248600037168765	0.0006285634693920028	0.00022343566588567778	0.00029277715722207437	0.0	0.0	0.0	9.145920478930022e-05
W3110_lambdaRed.CDS.1973	608940.0	475190.0	740590.0	642010.0	348230.0	153890.0	710090.0	491880.0	195180.0	1611800.0	884280.0	732140.0	654980.0	321610.0	207280.0	512500.0	342660.0	206140.0	517480.0	353050.0	157200.0	1304600.0	923220.0	410460.0	0.002220901037588631	0.0021702247825728747	0.0029613748574313374	0.0031852094597495948	0.0020898073753802043	0.0018923237898107231	0.003108934493018666	0.0034404847069185404	0.0020858045720657	0.003392770207275993	0.0035414679893582923	0.003392610003760649	0.0033157225878615196	0.0019637379397845836	0.00158579365994482	0.002066127872201567	0.0017417597728270145	0.002056732227185629	0.0022658388050426333	0.00157044281069681	0.0016634213753357768	0.004472118273920052	0.004613246157444944	0.0034621733097681606
W3110_lambdaRed.CDS.1974	910910.0	760130.0	702910.0	584250.0	357980.0	171940.0	333470.0	436360.0	258630.0	1414900.0	390310.0	331600.0	584520.0	167640.0	108230.0	546570.0	819150.0	181200.0	404930.0	440140.0	148660.0	688850.0	872700.0	272240.0	0.0033222336587346206	0.0034715649823799303	0.002810704979863435	0.002898644299712934	0.002148319341350848	0.002114277421665188	0.0014600070207817805	0.0030521466754309472	0.0027638673863784814	0.0029783041111023714	0.0015631591474718812	0.0015365769897110267	0.002959031065157433	0.0010236032095565673	0.0008280125811261476	0.002203480021676508	0.004163784853531924	0.001807896961123683	0.0017730271842890807	0.0019578379796065543	0.0015730548451489603	0.002361351121408729	0.004360802324042159	0.0022963067335459828
W3110_lambdaRed.CDS.198	3476700.0	2641600.0	3315500.0	1447500.0	1093600.0	446230.0	1402800.0	694920.0	855220.0	4846700.0	2420900.0	2089400.0	1293400.0	1405300.0	724190.0	1928600.0	1330500.0	634680.0	1523600.0	1509800.0	417940.0	2860000.0	1866000.0	1152800.0	0.012680077901573874	0.012064365381520037	0.013257589678247883	0.007181493579519849	0.006562942152358474	0.005487111863845858	0.006141775418336528	0.004860660389793917	0.009139367691987027	0.010202096639536267	0.009695503523134629	0.009681917859777503	0.0065476130494672964	0.008580706218025792	0.005540408677129676	0.00777509114990818	0.006763005246443538	0.0063324284949557354	0.006671237542248891	0.006715917166378825	0.004422457567479863	0.009803969234563352	0.009324231851337997	0.009723708501439204
W3110_lambdaRed.CDS.1985	0.0	0.0	132960.0	13731.0	1076600.0	755690.0	1661400.0	1201700.0	31539.0	100240000.0	52780000.0	42867000.0	60261000.0	54774000.0	43175000.0	83355000.0	68200000.0	27742000.0	57346000.0	68232000.0	23156000.0	85899000.0	54374000.0	31948000.0	0.0	0.0	0.0005316631348574388	6.812372251494788e-05	0.00646092128861479	0.009292417731639907	0.00727398465927025	0.008405364056891946	0.0003370437052893745	0.21100092168838905	0.21137951834071864	0.19863825638704036	0.30506085509041964	0.3344478775963458	0.33030992506810886	0.3360431000729007	0.34666438016343426	0.2767918184077992	0.25109529279194337	0.3035107034682474	0.24502662447376108	0.29445844520271236	0.2717019199810569	0.2694769597536257
W3110_lambdaRed.CDS.1986	0.0	0.0	122940.0	0.0	84032.0	28612.0	0.0	0.0	20947.0	574710.0	382160.0	871990.0	593200.0	261210.0	263940.0	1151200.0	756550.0	361040.0	428920.0	442250.0	131860.0	450900.0	282580.0	566930.0	0.0	0.0	0.0004915964635933629	0.0	0.0005042951307123148	0.0003518303221396089	0.0	0.0	0.0002238515645612267	0.001209740020984977	0.0015305190740638318	0.004040650691369476	0.0030029720588711922	0.0015949379287059828	0.002019270448696622	0.004641027134592086	0.0038455855837631414	0.0036022247176826405	0.0018780698389481456	0.001967223716274364	0.001395284621830633	0.0015456677370155997	0.001412026493328559	0.0047819761109654125
W3110_lambdaRed.CDS.199	58223000.0	45447000.0	53848000.0	25708000.0	24632000.0	10373000.0	46829000.0	26872000.0	18034000.0	67295000.0	32343000.0	26213000.0	30866000.0	21605000.0	19756000.0	33881000.0	26982000.0	10475000.0	27604000.0	27601000.0	10829000.0	40887000.0	24761000.0	10874000.0	0.2123485419113917	0.20755951449649498	0.21532037068143325	0.12754531049554146	0.14782223033732073	0.12755263286572638	0.20502794487117282	0.18795784549954261	0.19272158854715052	0.1416531028034731	0.12953102996767454	0.12146650371319405	0.15625376866001048	0.1319192754859797	0.15114308927957287	0.1365902018303635	0.13715100154794405	0.10451280721727693	0.12086692118419427	0.12277522169109943	0.11458772311393846	0.14015905248027682	0.12372845920202578	0.09172068550021678
W3110_lambdaRed.CDS.1992	56023000.0	48003000.0	52975000.0	47290000.0	32670000.0	19130000.0	54332000.0	38673000.0	18260000.0	53280000.0	44451000.0	36657000.0	31712000.0	30845000.0	10975000.0	50399000.0	31712000.0	16111000.0	70706000.0	41388000.0	18948000.0	73488000.0	75824000.0	28187000.0	0.20432479198086492	0.2192329389041135	0.21182953195752727	0.23462026347184367	0.19606009520624668	0.23523395996542423	0.23787777447181369	0.2705006608739138	0.19513675318126694	0.11215212597323794	0.17802256479278675	0.169862191531475	0.16053649684916257	0.18833835002846766	0.08396413266062523	0.20318200708504736	0.16119385372056932	0.16074518731050583	0.3095934114349239	0.1841027816148409	0.20049941615688485	0.2519140178704866	0.37888561409209653	0.2377534451162967
W3110_lambdaRed.CDS.1995	855530.0	614780.0	494950.0	0.0	0.0	0.0	532790.0	395760.0	226710.0	1241700.0	0.0	146360.0	350170.0	0.0	0.0	0.0	213060.0	0.0	385180.0	0.0	73909.0	0.0	0.0	0.0	0.003120253990028905	0.002807741728214297	0.001979141610993452	0.0	0.0	0.0	0.0023326750250467054	0.0027681674953445585	0.002422752098232477	0.002613725503396575	0.0	0.000678206900525048	0.0017726748581505824	0.0	0.0	0.0	0.0010829957894079372	0.0	0.0016865498008161116	0.0	0.0007820725854306102	0.0	0.0	0.0
W3110_lambdaRed.CDS.1997	119920.0	69739.0	128540.0	91083.0	42094.0	51072.0	88159.0	40238.0	51810.0	194110.0	96783.0	92372.0	58875.0	54441.0	77915.0	74853.0	107620.0	62243.0	62544.0	67489.0	40938.0	113760.0	22169.0	32887.0	0.00043736731439489714	0.00031850271704339257	0.0005139890143996328	0.0004518908322648749	0.0002526156610839225	0.0006280119604471587	0.00038598002502504276	0.00028144714897330287	0.0005536711490866068	0.00040859326525272545	0.0003876078803253083	0.00042803585552951437	0.00029804447061031934	0.00033241459276705485	0.0005960879632120834	0.00030176755047395883	0.0005470384251200703	0.0006210205880310231	0.0002738552644016898	0.0003002056786605779	0.0004331879406074811	0.00038996487416920525	0.00011077647155000645	0.0002773972948359048
W3110_lambdaRed.CDS.2	6648600.0	5269400.0	5844700.0	2348500.0	2411500.0	1399400.0	3715200.0	2542300.0	1388700.0	11726000.0	4490900.0	3706100.0	4529700.0	5496700.0	5012600.0	8437200.0	7570600.0	4300900.0	6441200.0	7486200.0	3520800.0	4369800.0	2992600.0	2129000.0	0.024248501721863852	0.024065705232200817	0.023371025303108247	0.011651632242834104	0.01447195958340569	0.017207862183774944	0.016265985196894685	0.01778227264861146	0.014840438616803146	0.02468272952631734	0.017985681677080964	0.017173425758649084	0.022930820187236748	0.033562632796287184	0.03834884841682461	0.03401431040651524	0.03848177942031226	0.04291161170031373	0.02820344923676395	0.03330023784007495	0.037255559658283734	0.01497950516125697	0.014953749323855353	0.017957820436818237
W3110_lambdaRed.CDS.20	8453000.0	7006100.0	6977000.0	5780000.0	4156000.0	2267900.0	5708900.0	3498700.0	2005000.0	12458000.0	6151500.0	5999200.0	5849700.0	4876400.0	3609400.0	7797700.0	6587300.0	3137600.0	7056300.0	6972400.0	3103700.0	6554700.0	4226400.0	3327600.0	0.030829435528519557	0.031997331276297517	0.027898719102740305	0.028676361236355596	0.024941100571691494	0.027887459373004995	0.024994854352538783	0.024471870871139095	0.021426571200900343	0.02622355828405777	0.02463624681835791	0.027799254151611556	0.029613091120665562	0.029775105530193535	0.02761368022098048	0.031436185968909576	0.033483611018337106	0.03130495311932487	0.030896727139256265	0.031014744238216794	0.03284199060196978	0.022469257741885455	0.02111893542148709	0.02806784560148256
W3110_lambdaRed.CDS.200	4249400.0	3097000.0	2710500.0	1298100.0	1061100.0	624170.0	2625600.0	1013000.0	732250.0	2895400.0	1400100.0	847420.0	1177000.0	732540.0	381710.0	1503000.0	1273400.0	585930.0	1340500.0	877000.0	484600.0	1818900.0	1276200.0	566280.0	0.015498237706718442	0.014144207899215456	0.010838394457213357	0.006440274138566298	0.0063679022657896645	0.007675168886127488	0.011495470158528934	0.007085490379987967	0.007825240280229065	0.006094693422351973	0.005607284267314137	0.003926797565201805	0.0059583582489740276	0.004472860266813217	0.0029202687086913224	0.00605929793545162	0.0064727627815266454	0.0058460323754481215	0.005869515571924808	0.0039010858093219162	0.005127824417860798	0.006235118755506043	0.006377055031445632	0.0047764934508978075
W3110_lambdaRed.CDS.2000	353750.0	339140.0	335300.0	144720.0	140210.0	92274.0	104680.0	72863.0	0.0	599630.0	243450.0	179300.0	287680.0	189440.0	121460.0	257500.0	112320.0	77085.0	271390.0	194530.0	124660.0	293060.0	267770.0	72824.0	0.0012901825172381158	0.001548875255711957	0.0013407539795254155	0.0007180005187068135	0.0008414320767942408	0.0011346564778802696	0.00045831269660070404	0.000509644704399865	0.0	0.0012621955573823697	0.0009749970394097755	0.0008308451575850033	0.0014563300773703044	0.0011567131473299696	0.0009292285697457442	0.0010381032723744458	0.0005709287856298672	0.0007691045101998847	0.0011883087139609651	0.0008653115421749058	0.0013190973832656356	0.0010045983300283692	0.001338022273758186	0.0006142603642512218
W3110_lambdaRed.CDS.2002	12356000.0	11447000.0	12662000.0	2559100.0	1667600.0	879970.0	2833700.0	2099800.0	1224900.0	3963200.0	2191100.0	2768100.0	1718800.0	2356100.0	1724700.0	2666500.0	2517200.0	1075300.0	2963300.0	2023900.0	930800.0	3661800.0	2722300.0	1209500.0	0.04506429733708596	0.052279221124416964	0.05063115684089117	0.012696483743937302	0.01000764661052761	0.010820639192408487	0.012406578986983333	0.014687179368113262	0.013089978585527596	0.00834236684791923	0.008775173600537109	0.012826896155666748	0.008701126727558673	0.014386253412289598	0.01319480087469525	0.010749912138976542	0.012795067122395849	0.010728651226800752	0.012975110402301222	0.00900274523316605	0.009849316896708276	0.012552508581511917	0.013603084870791763	0.010201965156567242
W3110_lambdaRed.CDS.2004	807700.0	364600.0	0.0	467310.0	402830.0	220660.0	242310.0	326670.0	243250.0	425600.0	523180.0	252790.0	219660.0	407440.0	157830.0	426800.0	468370.0	211320.0	119190.0	430220.0	0.0	259170.0	179660.0	201440.0	0.002945810372221134	0.0016651527930429306	0.0	0.002318468922034833	0.0024174743848158053	0.0027133677786707012	0.0010608879395616795	0.0022849132699216874	0.002599507952428433	0.0008958698351015402	0.0020952924669476536	0.0011713850941768712	0.0011119906312401315	0.002487812525063993	0.0012074769073190416	0.0017206309772792756	0.0023807506706326645	0.002108414932807156	0.0005218855360072495	0.0019137116726185572	0.0	0.0008884247225600643	0.0008977446379482231	0.0016991185292591197
W3110_lambdaRed.CDS.2005	98255000.0	79535000.0	87844000.0	17586000.0	13204000.0	6893700.0	41298000.0	26748000.0	17279000.0	49075000.0	27242000.0	24365000.0	12037000.0	12317000.0	7485100.0	19391000.0	13916000.0	8018500.0	19332000.0	17731000.0	7658200.0	24684000.0	15990000.0	10927000.0	0.35835161337450483	0.3632417098043595	0.3512591487546394	0.08724956551947224	0.07924020499244816	0.08476907212826164	0.18081197692219983	0.18709051992489453	0.18465322881813317	0.10330078044550772	0.10910194843951984	0.1129031916595572	0.06093522365582019	0.07520711484197232	0.057264686048113536	0.07817421574606943	0.07073579933070898	0.08000343147224201	0.08464712796452846	0.07887132552461448	0.08103570977478654	0.08461579600907755	0.07990057197368412	0.09216773316726767
W3110_lambdaRed.CDS.2006	68454000.0	50327000.0	60787000.0	8431000.0	6669400.0	3407800.0	23111000.0	16563000.0	10003000.0	35830000.0	17573000.0	15342000.0	7958700.0	5178800.0	4371300.0	10532000.0	6968700.0	3651200.0	9626900.0	9824300.0	3911000.0	13671000.0	9030700.0	7514200.0	0.24966262624740065	0.22984680366284027	0.24306714033227386	0.04182878920133461	0.0400245852148314	0.041904353830118805	0.10118518084771563	0.1158509152652919	0.10689775148259657	0.07542062075114705	0.07037840613492703	0.07109217182191367	0.04028953763475751	0.03162154796976587	0.03344258889288302	0.042459431707369565	0.03542228835842998	0.036429323313768164	0.04215236065599622	0.04370061267562292	0.04138448472607012	0.04686365853346699	0.04512558444795179	0.06338123735384668
W3110_lambdaRed.CDS.2007	49068000.0	36663000.0	43003000.0	9878400.0	8057500.0	4139100.0	24241000.0	13406000.0	8982700.0	26468000.0	16073000.0	14335000.0	8587600.0	6771400.0	4962500.0	10434000.0	7562700.0	3920400.0	9316400.0	9800500.0	3308000.0	12326000.0	8127800.0	4545000.0	0.17895880072322223	0.1674423939970734	0.17195479684321932	0.04900978665003722	0.04835488880086724	0.05089685748525287	0.10613257621606485	0.09376908591719516	0.09599424495078679	0.05571401032769635	0.06437103066105287	0.0664259081649806	0.043473234748419166	0.04134590057976222	0.037965558845408	0.04206434774351444	0.038441623282434084	0.03911522762907994	0.04079280482975031	0.04359474512458317	0.03500380349625158	0.04225305062420555	0.040613875477655395	0.03833644616502531
W3110_lambdaRed.CDS.2008	82423000.0	60915000.0	67380000.0	13762000.0	10674000.0	5703200.0	27750000.0	15676000.0	11109000.0	44700000.0	21910000.0	19975000.0	12508000.0	8444200.0	6905000.0	17004000.0	11015000.0	6194700.0	14793000.0	16123000.0	6265500.0	21638000.0	12796000.0	7599400.0	0.3006097911471865	0.2782029138458862	0.26943037023686994	0.06827752306829166	0.06405709997647618	0.07012996970594917	0.12149577121388555	0.10964673958212376	0.11871709699291866	0.09409159217349353	0.0877477310883885	0.09256069170530085	0.06331957942070275	0.05155995121771394	0.052826636539555105	0.0685510991978838	0.05598985553519398	0.061806729056693585	0.0647726548716775	0.07171859350478592	0.06629876989291546	0.0741742259781405	0.06394044521421276	0.06409988756578512
W3110_lambdaRed.CDS.2009	40606000.0	34966000.0	38850000.0	5668100.0	4727600.0	2223100.0	13932000.0	8128600.0	5546700.0	21241000.0	11023000.0	9108800.0	5393900.0	4165500.0	2493800.0	6482500.0	6272000.0	2911900.0	6050600.0	6336500.0	3047300.0	9623600.0	6670000.0	3690400.0	0.14809654076316872	0.15969208053082587	0.15534832121849804	0.028121190851866294	0.028371402084390936	0.027336571688402228	0.060997444488355076	0.05685598924261618	0.059275193256874775	0.04471139841962363	0.04414619989900988	0.04220860218299096	0.027305682718046734	0.025434378247481987	0.019078793077819338	0.02613399791521299	0.03188092364200967	0.02905306380295835	0.02649316741476184	0.028186123410226135	0.03224519056654397	0.03298932808592443	0.033329381805157786	0.031128013405370605
W3110_lambdaRed.CDS.201	11752000.0	8713000.0	9699500.0	4071500.0	3592400.0	901470.0	6025100.0	3850400.0	1693000.0	8167600.0	3112700.0	3131800.0	2567500.0	1653400.0	1212100.0	2785400.0	3138900.0	1300900.0	3064400.0	2743200.0	811930.0	4276800.0	2879600.0	1747200.0	0.04286141326525042	0.039792858710321045	0.038785097597395665	0.020199966223844606	0.021558808877224382	0.011085016094617407	0.02637924941047862	0.02693185800504015	0.018092361617518343	0.017192449401257845	0.01246610509168539	0.014512218987867894	0.012997523198165519	0.010095595005254285	0.009273159471338848	0.011229253805327306	0.015955202681744926	0.012979542807537523	0.013417787033648924	0.01220234731143886	0.008591486751121992	0.014660704763070121	0.014389098627606053	0.014737390261723262
W3110_lambdaRed.CDS.2010	25420000.0	17029000.0	18985000.0	4081500.0	2438100.0	1511600.0	6739200.0	5130400.0	3196200.0	13080000.0	6752100.0	5405800.0	2915800.0	3193100.0	2124300.0	3883500.0	3077300.0	1369100.0	2128700.0	3143900.0	1219500.0	6122000.0	3332800.0	2009400.0	0.09271078328817782	0.07777259164215047	0.07591474590304209	0.020249579305568404	0.01463159222902816	0.018587540715302418	0.029505740589715945	0.03588489619495584	0.034156412405145976	0.027532841736673273	0.027041599958097125	0.02504954128763531	0.014760731505827077	0.01949694230753445	0.016251936857491225	0.015656209935014213	0.015642086467403758	0.013659998507033302	0.009320729427792869	0.013984747635036683	0.012904213531946434	0.020985978899998897	0.01665369770318289	0.016949010984378846
W3110_lambdaRed.CDS.2011	39607000.0	32800000.0	32855000.0	5719100.0	4931100.0	1624300.0	14589000.0	8886500.0	5579800.0	15952000.0	10051000.0	8173400.0	5716300.0	4511600.0	2778000.0	6339200.0	5423900.0	2331900.0	6158700.0	6234000.0	1885800.0	8426500.0	5473200.0	3701700.0	0.14445302886289768	0.14979981242953408	0.13137629584642865	0.028374217568657663	0.029592651835675634	0.019973367546881265	0.06387393896358112	0.0621571670895983	0.059628918696650234	0.033578279157753216	0.040253420591939426	0.03787412052986763	0.02893777677027208	0.027547651158645957	0.021253062462981042	0.02555628840480034	0.02756998433384826	0.023266197150354946	0.02696649425797338	0.027730181226126367	0.019954707567482237	0.028885715648618214	0.027349081333731578	0.031223327341930517
W3110_lambdaRed.CDS.2012	7014200.0	7432200.0	8022800.0	1600600.0	1059500.0	420170.0	2899700.0	2261000.0	1165500.0	4411800.0	2177000.0	1676200.0	1472300.0	932940.0	883160.0	1511600.0	937850.0	697540.0	1508900.0	1015600.0	766260.0	838110.0	456550.0	402030.0	0.02558190307395503	0.033943358717645825	0.03208052796581122	0.007941069860711206	0.006358300302143201	0.005166662465168443	0.012695541902302843	0.01581470261515577	0.012455196376383716	0.009286650701365072	0.008718704271082692	0.007767220597568224	0.007453263254005489	0.0056964947406567875	0.006756607143558796	0.006093968569014416	0.004767143532789983	0.006959605111822372	0.006606872097334833	0.004517608606553407	0.008108226864279849	0.0028730086206922695	0.0022813387201116625	0.00339106742612214
