Blattner	index	W3110_control	W3110_cumate	Step_06_control	Step_06_cumate	Step_07_control	Step_07_cumate	Step_11_control	Step_11_cumate	Step_12_lowOD_control	Step_12_lowOD_cumate	Step_15_control	Step_15_cumate	Step_16_control	Step_16_cumate	MGF-01_control	MGF-01_cumate	MGF-02_control	MGF-02_cumate
b1059	W3110_lambdaRed.CDS.1022	0.005608589226563372	0.006028933214384298	0.008054010107858434	0.0069054761994339865	0.009144036272560685	0.007739509144948185	0.00782793542999915	0.007591812593208677	0.011904172276979952	0.009208688980539137	0.012882036072021935	0.008035677945746394	0.009631761402647774	0.012006754628190034	0.011877068823098039	0.01099080570548233	0.009870805830927021	0.010316670323186087
b1061	W3110_lambdaRed.CDS.1024	0.0020156440977261232	0.0007103058604054648	0.005469073018511121	0.0010115280938007788	0.005702444149994217	0.001421005009512392	0.006134384101407612	0.0009002362343280032	0.002885950934745144	0.0014529298208005674	0.002666861743291331	0.003385565105217434	0.0027783659260362747	0.0018461319688012944	0.005276454809893379	0.001162103212678476	0.001968680939760615	0.001417334653416131
b1062	W3110_lambdaRed.CDS.1025	0.08364867931507507	0.07507032313072272	0.12653577370427646	0.1361338111123843	0.13750964902648244	0.13013217582702974	0.1698962596853594	0.14895231047071142	0.07744832951031007	0.13101560770855927	0.151398159529165	0.17817690344069395	0.16031492114106927	0.18128686482221992	0.1122304464212021	0.16372700209846083	0.09717787227171122	0.14696179313749816
b1063	W3110_lambdaRed.CDS.1026	0.0021969425394097303	0.002194244475150441	0.0021854094619625005	0.0023228807008566473	0.002213039822482291	0.0021904022621755895	0.0021926659416117208	0.0027224623093367456	0.0022809150226768206	0.00245050828591251	0.002815018153121573	0.0008350457035936294	0.00180600999676642	0.0013395852170733098	0.0016298946096731527	0.0015381679490553072	0.0021639169223796454	0.002127081168204514
b1064	W3110_lambdaRed.CDS.1027	0.012326678105014676	0.010207781728326412	0.015728352821904577	0.008757696350916727	0.0168078720252883	0.009632526947923357	0.015759785871062745	0.013280955866060337	0.033820804958188795	0.005796011560773747	0.026729863185054204	0.013218440817818256	0.01784947049731925	0.013764811325322672	0.01381518289017327	0.010831303158916991	0.018766636755479068	0.009967692387891114
b1066	W3110_lambdaRed.CDS.1029	0.0013590870018654652	0.0012677332403081218	0.0008611170400796086	0.0017494240783508415	0.0008972925944746176	0.0016360589647794928	0.0009686814376374729	0.0012158404086468702	0.0007377261544310076	0.0008090007959590588	0.000766595142302244	0.001403765223989943	0.0011185944424987775	0.000894323279453394	0.000649957690535281	0.0010201487555130961	0.0007777536925720345	0.0009510405731131905
b1067	W3110_lambdaRed.CDS.1030	0.00619066422385475	0.006023724246957538	0.004756231719389234	0.006730381898838701	0.006240203783738914	0.0071512614049949845	0.007604794223345789	0.00694610726991143	0.005624265052096671	0.006155561464643533	0.005799672420326544	0.005419272021546149	0.00545121428829927	0.006675209477898463	0.005096758634991789	0.006542979844048043	0.005911393329389787	0.006383314078791227
b1068	W3110_lambdaRed.CDS.1031	0.0002061660352404945	0.0005141671113289628	0.0001455827373703816	0.0008206359342412471	0.0001963784069101306	0.0003455291424475067	0.00024381555760461936	0.0009605016480526751	0.0005463441729209913	0.00037555839600114985	0.00044019941224245177	0.0003362224392809453	0.0003841705229956115	0.001109248373570383	0.00028205883798059395	0.0013301329648420519	0.0032613245920619957	0.0007433873314188808
b1069	W3110_lambdaRed.CDS.1032	0.0	0.0	0.0	0.0	2.029409197341117e-05	0.0	0.0003528424365915503	0.0001887529898223694	0.0	0.0	0.0003796384341529366	0.0	0.00040156295731864515	0.00011886227984831295	0.0	0.0001791009073206397	0.00014813311006032855	0.0001843449617476184
b1070	W3110_lambdaRed.CDS.1033	0.001909330725359989	0.004780680168989017	0.0027648093941967725	0.0024538485307512635	0.0026490415321885822	0.0018998567273374848	0.003883957233834502	0.0030854086674119564	0.0013711602544713942	0.0	0.00011079942036342775	0.00018159690020172925	0.0006956187083571513	0.00013173979077279706	0.0004969747846039548	5.105012501524559e-05	0.0012758385911476658	8.161336937867572e-05
b1071	W3110_lambdaRed.CDS.1034	0.030479388775929202	0.03439619368998211	0.03120917500542555	0.03158218909800694	0.03107509208426622	0.03472603418094994	0.03265693917372208	0.0229840363362224	0.00018221970944157521	0.0006336798441392888	0.00027414775839692716	0.000831701068186059	0.0002832310270926348	0.0004454331880564275	0.0002026274431370836	0.0004899457351913737	0.00020631976715866271	0.0001984874433368694
b1072	W3110_lambdaRed.CDS.1035	0.03692210747663926	0.06887936322149535	0.045201513855247046	0.057336146172498194	0.03595846988592918	0.038453870642788275	0.0010268717293223314	0.06144873890461894	0.01425715553068334	0.04135859600788164	0.03911707261372232	0.042775777600188025	0.04269053467912357	0.06030543547521381	0.02850590478767942	0.051744745119634485	0.023831175860563658	0.06746742424178563
b1073	W3110_lambdaRed.CDS.1036	0.005822710036489636	0.004217656524528053	0.004874821096477858	0.0026219253873845535	0.0057029954453880925	0.003868236413516023	0.004740667122316415	0.002075875147836365	0.0	2.714852028731184e-05	0.00010951181847096649	0.0001394810764622355	4.3334255991926315e-05	0.0005783783972310486	0.0	0.0	0.0	0.0
b1074	W3110_lambdaRed.CDS.1037	0.002840854419742881	0.002159899348815676	0.002603148849868652	0.0013816319461220118	0.002283909642475335	0.0011968223243586673	0.0015029613855006383	0.001651652035466254	2.5297346744933617e-05	0.00014883505907704503	0.0001556916437810075	6.33221263710807e-05	9.90845302632954e-05	0.00014900667698961682	4.8233261666053636e-05	0.00012767117429551513	9.551569494860674e-05	5.2336077468103115e-05
b1075	W3110_lambdaRed.CDS.1038	0.004857476559718584	0.00836874859576029	0.008414822749766659	0.004539239797961438	0.007261688996806323	0.0036442345689384503	0.005159411861333721	0.00437553458243553	0.0	0.0	0.0	0.0	0.00013355840259993756	0.0	0.0	0.0	0.0	0.0
