Blattner	index	W3110_control	W3110_cumate	Step_06_control	Step_06_cumate	Step_07_control	Step_07_cumate	Step_11_control	Step_11_cumate	Step_12_lowOD_control	Step_12_lowOD_cumate	Step_15_control	Step_15_cumate	Step_16_control	Step_16_cumate	MGF-01_control	MGF-01_cumate	MGF-02_control	MGF-02_cumate
b1770	W3110_lambdaRed.CDS.1758	0.0	0.0002486497606584719	0.0001789118467461213	0.0008368521645245366	0.0	0.0004082198143723645	0.0002707155165723285	0.0005530638139325913	0.0008748566638295754	4.826716014098029e-05	0.00010426230213387824	0.0	0.00011868421492747587	0.0002567921335002718	7.774962585025112e-05	0.0001161509373113426	0.0005898229766446661	0.0007104726773195383
b1777	W3110_lambdaRed.CDS.1765	0.0007109462780290648	0.0002492479102497805	0.0010889168040427676	0.00041917585322741503	0.0006853822101019289	0.00019026427901580565	0.0004967899940378166	8.709275633753724e-05	0.0001225231502059134	0.00021687458331260293	0.00017439825518110542	0.0004877101412838571	0.00037685385291476634	0.00021629214818144802	0.0007450436508856347	0.0007107584335392376	0.000358336467912813	5.389489107272334e-05
b1778	W3110_lambdaRed.CDS.1766	0.008743738621688384	0.00588880306372095	0.008032965443499364	0.0064827959836473254	0.009613924886257784	0.009188086664511277	0.011387812257458793	0.00808728317028279	0.0	2.3065800584031896e-05	0.006696196818523689	0.012283078301659164	0.006733332363253676	0.0067732501440327456	0.007998209157351326	0.00746409614977967	0.006884476271193222	0.008049409936217508
	W3110_lambdaRed.CDS.1767;W3110_lambdaRed.CDS.1398	1.4891697505857218	1.86759931266662	1.432757029392542	1.5508557362455757	1.4359392582542851	1.5130215548224921	1.3032055668135143	1.3740980583662463	1.3162031170704462	1.2908050584423525	1.5061918803341454	1.9656266234229705	1.4825473038828603	2.089471692224554	1.5723533698577723	1.885617551839949	1.560737719226422	1.5917800394427832
b1780	W3110_lambdaRed.CDS.1768	0.014974868513194938	0.027908239045875152	0.023730103344887708	0.02729154936900144	0.024288468863424468	0.025366150781192105	0.02173812225158411	0.03357693345479499	0.013342111471596516	0.021224269205523515	0.04485909723808676	0.019663742834732514	0.023494728434839445	0.04066310580247866	0.017208645585709656	0.03910261162246705	0.013495299331392832	0.025327894884312075
b1781	W3110_lambdaRed.CDS.1769	0.0	0.0	0.0	0.0001689676945417629	0.0002775389393220554	0.0006041921669843203	0.00030791026925087306	0.0	0.0	0.00013547932346232497	0.0	0.0	0.00021934039722458154	0.0	0.00017554617922347217	0.000137252927965911	0.0	0.0
b0176	W3110_lambdaRed.CDS.177	0.0017377576223661158	0.0014715502961878645	0.0013754240257442456	0.00247980881579416	0.0017846618614437496	0.0008724881314320438	0.0010541263284649142	0.0011611291281072025	0.002257946144562534	0.0014003339698400175	0.0014810440907414813	0.0035961839260604013	0.0018841727206605943	0.0008536294058461524	0.002002521492489635	0.0008585870733813138	0.0015611586551103269	0.0011581373620820727
b1782	W3110_lambdaRed.CDS.1770	0.002082019793879948	0.0018042376972889054	0.002204337678438346	0.004562899583352916	0.0017051271542050776	0.0033394816843234447	0.002559544787538087	0.0015565055013315844	0.0020292415433427412	0.0049009821127156865	0.0025226828462946876	0.0029568552778132715	0.0013567981263237852	0.0012343255913047598	0.0017055002480950048	0.001586513871817321	0.0008518908040887205	0.003006196750772246
b1783	W3110_lambdaRed.CDS.1771	0.009283343553001167	0.0045585353988951555	0.00853425277746697	0.008776510532405914	0.009242049051957387	0.009804491748665043	0.01574535469129193	0.011806882603926191	0.024295179372090886	0.0046504197116365225	0.007708382989541897	0.006758176854597772	0.014856839963148566	0.005766693571304125	0.00984119040565028	0.006125580797902162	0.017613883933525528	0.0075051707563347815
b1784	W3110_lambdaRed.CDS.1772	5.7547553598188995e-05	0.0	4.491387164035469e-05	0.0	1.5494733064953498e-05	0.0	0.001074849471340677	8.047395932696109e-05	0.0004764256915805307	2.8218981911005355e-05	7.841920368184535e-05	0.0	0.00039353126970003593	0.0	8.726613929495957e-05	0.0	0.00017379462671529558	0.0
b1786	W3110_lambdaRed.CDS.1774	0.000537983820633134	0.000540702572420128	0.0003480891864781661	0.0005885803256046152	0.000494700006400688	0.0002719535410453964	0.00038430344781243986	0.0002683004798505124	0.0006430857754560125	0.00018505478320558915	0.0004996110086886639	0.001708806738767681	0.0006630202636354002	0.00041683782528577617	0.0005945940570627724	0.00114423872602522	0.0007299824600391292	0.0004027528908568428
b1787	W3110_lambdaRed.CDS.1775	0.00221990529013147	0.0049536573174041995	0.003730887048938204	0.005369947117528844	0.0030690923227930616	0.005400097064660343	0.0024332132403473536	0.006088954103658538	3.8776563858038287e-05	0.0	0.006060051209948062	0.001066412448833598	0.0027870062890837572	0.0052162663476976985	0.0026730024963064116	0.005644470568568152	0.003380994727453865	0.005035093079265603
b1792	W3110_lambdaRed.CDS.1779	0.001744601585483838	0.0016127400792908632	0.001416544471686608	0.002009484891862113	0.0014091951746316538	0.002502710393688598	0.002709273578641883	0.002517440753130979	0.0	0.0001576445730459554	0.0014816873794433888	0.0010090533870529363	0.001458176841297766	0.0016800875211201566	0.001798796658012482	0.0017064407938076002	0.0015448958268674173	0.0018199324351119608
b0177	W3110_lambdaRed.CDS.178	0.06532569140406004	0.06570578564596787	0.065574922650478	0.06232592383455864	0.06801881315400755	0.05616077718483147	0.059085307274557596	0.06834166000601341	0.0717632831189014	0.06716858666465003	0.07698519532051362	0.05203999383544076	0.06963128634856465	0.07279043933707581	0.07450724332818923	0.07447966773666466	0.08144831335463171	0.08534953027290725
b1793	W3110_lambdaRed.CDS.1780	0.00021886933643474663	0.0	0.0004956796203340897	0.0001545453059969857	0.00015711386539129442	0.0	0.00043000584495421577	0.00032068889129576854	0.0	0.0	0.0	0.0001947418055751877	0.0003703696532647884	0.0003022657408704357	0.00035617817819477503	0.000434156670002062	0.0008814439954215694	0.0007302463217269788
b1794	W3110_lambdaRed.CDS.1781	0.000508899169888003	0.00035784770581198146	0.0005474527697413241	0.000482102203734804	0.0005397974154170513	0.0031418490807346784	0.0007542136256620231	0.0009999194558669392	0.0	0.0	0.0004172210378641283	6.262464966415704e-05	0.000572799373961702	0.00043365510349357723	0.00048487602903089935	0.00041601493380465267	0.00048293596155439474	0.0004457665023228207
b1800	W3110_lambdaRed.CDS.1789	1.9635325477535705e-05	3.790227039826493e-05	0.0	3.8172369932098504e-05	2.079966007004658e-05	0.0	5.9026288140456096e-05	0.0	0.0	0.0	5.523491832330602e-05	0.0	0.00010586013460064573	9.664184248847852e-05	0.0	0.0	0.0	4.324998407362661e-05
b0178	W3110_lambdaRed.CDS.179	0.1852057444000478	0.11528477185304291	0.13186491143020465	0.09489225270857975	0.1439165536811081	0.11444183883401017	0.17536159213188585	0.11043894401493703	0.15512943950155347	0.11078765720349466	0.10872791611360688	0.18074424104521833	0.14986167141098156	0.1232292367340635	0.16576406966099408	0.11311200002980559	0.21717136963369657	0.17319566322429716
b1804	W3110_lambdaRed.CDS.1793	0.0011995653920810134	0.001110118306382131	0.001071585855678071	0.0006931378256550162	0.0011485190626041868	0.0009477139604729006	0.0007779585771221243	0.0012282426069100457	0.0	1.552551472897114e-05	0.00020398894553296754	0.0002760636228607692	0.0008925112525728286	0.00019078359833921607	0.00033171370986431764	0.0006135409760785375	0.0006695307965906382	0.0005049852078339074
b1805	W3110_lambdaRed.CDS.1794	0.0011945544294894056	0.0010214748803773629	0.001018206637316781	0.0007022978539231211	0.0008329961373462657	0.0005833301413722328	0.0010960725305865584	0.00036841066122443735	0.0007066342704632333	0.0005590083365245505	0.000899879191664007	0.0022353308290086727	0.0010527263216617267	0.0008585704454631589	0.0014805213518751298	0.0006398662538095181	0.0010687417743832624	0.0003938714336696281
b1806	W3110_lambdaRed.CDS.1795	0.007087292173891567	0.008316788151824106	0.007387074530206872	0.00805031509412281	0.00704469731738212	0.007839411534091713	0.008251761713607654	0.009378670203040973	0.006146050135398901	0.008889768102407524	0.007375868135380713	0.008247791091020994	0.008027643101937326	0.007888380786221205	0.007592429352565403	0.008629217348885517	0.007055884613376587	0.009826565651267133
b1807	W3110_lambdaRed.CDS.1796	0.0022214263846073675	0.003843923353876158	0.0034013154451217886	0.0024062373897009814	0.0029634122409873437	0.0017412951853949452	0.001674486320210506	0.003479626669441799	0.002348135294615928	0.0012144480983301764	0.0007617017104601527	0.0013916934950644567	0.0016358087823616987	0.001370986329879732	0.0008661334884614174	0.0010048011995608408	0.0007276067197741366	0.00041075573352979464
b1809	W3110_lambdaRed.CDS.1798	0.012761291310605292	0.011837590360651323	0.018462382136475528	0.012601939644716823	0.016713914958498208	0.011466016839920051	0.022269451325709025	0.013406553443482419	0.022707758167229197	0.010448197612947699	0.023804652450444653	0.014962120063442766	0.016591057769652244	0.01177321044976456	0.018771102569625712	0.010412347798167467	0.01847659787654304	0.008887422312339728
b0023	W3110_lambdaRed.CDS.18	0.313832622342424	0.23827032157866626	0.27501657657238643	0.23968524203863298	0.31332747448507253	0.23315294391484484	0.30160228733109423	0.2088095245893559	0.2800056164302797	0.2541224656559789	0.2823824460291165	0.41743615837778275	0.2530880298682663	0.2684748890611541	0.2980023638294464	0.3152478718940819	0.32095757865170366	0.2615031343046046
b0179	W3110_lambdaRed.CDS.180	0.043104556981550336	0.027843280392975973	0.03318383995386465	0.02279710670143963	0.03381950848334713	0.0313597496195374	0.033214822461000944	0.0232464494659684	0.03774449669243896	0.026716853979599848	0.0302254615312728	0.03158714163264072	0.03115632601285692	0.027564301912626123	0.038041219184552805	0.027018276256352336	0.04580446912779875	0.02699891230372037
b1810	W3110_lambdaRed.CDS.1800	0.0012234609059869816	0.0029771183307641803	0.0014720311621553692	0.0028641449495412225	0.0014187394818458412	0.0020660496080503747	0.0013721926500951213	0.0021595911282349185	0.0021734026314303503	0.001644984291760317	0.0019481749663541631	0.0009103397571525678	0.003060930037173247	0.0025929713956347653	0.002700602058721205	0.0027771371271500364	0.0025646752081474994	0.0019008736165906832
b1811	W3110_lambdaRed.CDS.1801	0.0040848626281210975	0.0019118606500774784	0.002819500493795342	0.0006477419349064619	0.01948487853958891	0.0012478458983208069	0.005767144066092429	0.0015528569797242514	0.0012325167590456617	0.00041415563799134815	6.912665412960599e-05	0.0	0.0035072046110575504	0.0	0.0017151167682551468	5.0054216713390206e-05	0.0	0.0008799352726798735
b1812	W3110_lambdaRed.CDS.1802	0.0007458732342248486	0.0010818213566787353	0.0014922949571992816	0.0008512144773450328	0.0008042361301458969	0.0011155152867894297	0.001603251724291692	0.0015903365787479518	0.00090133659926397	0.001352171232860475	0.0011807899791600122	0.0005213362845726894	0.0019367378155490892	0.0013352377675172856	0.0011366442034034974	0.0009956909184316983	0.0004621364421208833	0.0010713502364817066
b1813	W3110_lambdaRed.CDS.1803	3.831100602814008e-05	7.15191508271008e-05	0.00010784695862979525	5.611162652390957e-05	0.00013391719622590117	0.00014856621416516543	0.00013803105547038818	0.00023047371297611253	0.0	2.9931194493641473e-05	6.374228172123162e-05	4.033951730353297e-05	0.0001588394441909549	0.00017127340222332084	0.0	8.426522166160001e-05	4.046824673935721e-05	7.439187746465967e-05
	W3110_lambdaRed.CDS.1804;W3110_lambdaRed.CDS.3113	0.015554969099125208	0.01373679792796071	0.01672619135570948	0.013103941884636225	0.01747313200004103	0.01165083955066143	0.014701046310964147	0.013417972997079183	0.01456646970612766	0.010491258579712793	0.023891346648516734	0.018290765034260126	0.01633045853153116	0.020706200308072794	0.021165652359197085	0.023304097213420957	0.019247990568423013	0.019960492128543
b1816	W3110_lambdaRed.CDS.1806	0.0007216810667768373	0.000963220657951462	0.001470133601375251	0.0009293816333507669	0.0011193761585420652	0.0020735430229596318	0.0017041007906982483	0.0016887800194224382	0.0011253721314138695	0.0014086334057376523	0.0009414225244914048	0.001204159531466878	0.0012972659625670438	0.0007758944221261458	0.0014336934133912446	0.0006110469546999451	0.0008222046557438247	0.0008243953663632547
b1817	W3110_lambdaRed.CDS.1807	0.009642789824435385	0.031093780517057284	0.015690817260144915	0.019353783080406983	0.012949818158171289	0.013913453879879354	0.011496215786210183	0.02884034344423188	0.009372121213998037	0.013083227172293052	0.04067450660787695	0.013877243162248405	0.015145243595635542	0.035207743532547006	0.008864260607903185	0.020977727086760965	0.012915781067490582	0.021426383177244244
b1818	W3110_lambdaRed.CDS.1808	0.0011970043713714234	0.0036587575646116993	0.0013722458380962508	0.002700617008539972	0.0007543269537357402	0.0022091941940902654	0.0007344555481648872	0.004194911059406781	0.0012090712537961871	0.002557107444071186	0.0033570663571424533	0.0037882124923505033	0.0013618682564044608	0.004683044967031335	0.0008193749500218244	0.0037573776375376955	0.0013728411926083454	0.003574701958298182
b1819	W3110_lambdaRed.CDS.1809	0.02164834407932334	0.008433841225228635	0.013759285970885993	0.002071231754409781	0.0009577941356232315	0.0027819315460770595	0.03041228059766397	0.025129875707822713	0.0034481105702846887	0.0071633297638836494	0.009686411302279617	0.0011957063979376066	0.010075705828185582	0.003762415240953921	0.0011181824484985644	0.007190358524759434	0.0007444283230787388	0.014291546500531544
b0180	W3110_lambdaRed.CDS.181	0.023100823685294435	0.025589434682384782	0.025606542680249676	0.017801780852870354	0.01989928849587884	0.01843665729602691	0.021908548111969028	0.020995400734957145	0.03888964352069387	0.033742033258490525	0.06361582804021265	0.01613372294974774	0.03518575968118987	0.015410070505874224	0.026379218878420346	0.0072993293579847384	0.01381369295685382	0.01079453698926
b1822	W3110_lambdaRed.CDS.1812	0.005725943707994241	0.0024647602755171606	0.003685946013262584	0.00271013240765499	0.002866999209444438	0.0025082970061815484	0.0037585964762441113	0.0022068903684619294	0.002053015525115965	0.0026942391557414048	0.002007726901380821	0.001021827121659341	0.002314017901433892	0.0020286393160850393	0.0022873507328967386	0.0020742108148372566	0.0020566161983434817	0.002207762720270971
b1823	W3110_lambdaRed.CDS.1813	0.011939649904750582	0.031691514602426314	0.018707523842858086	0.01911043076391647	0.012381862992529524	0.016514657829243818	0.010744944454224052	0.0344190960163924	0.05067110290503773	0.097875109741776	0.11974773463656879	0.02328207662036848	0.035108437845971334	0.05722143590726834	0.04379449311306464	0.05336586334977413	0.04900235924547099	0.05415999306155356
b1825	W3110_lambdaRed.CDS.1815	0.0044425798517865	0.0024717393198535127	0.002734784403228201	0.0027654994826319126	0.0030893865531786877	0.005090805785837791	0.00513770433601737	0.003825006771734926	0.002564294482417392	0.005408718997167484	0.0029913319542577057	0.005125494230663265	0.003350443150719184	0.0028713462843476967	0.002645843294447481	0.0028300220834581668	0.0036539959761027127	0.0031121043325804134
b4536	W3110_lambdaRed.CDS.1817	0.0011652991957610452	0.0004162665227157377	0.0009199276123843954	0.0005850492672278979	0.0012230213880389488	0.0005617181732733152	0.000962344504639169	0.0006050819756323017	0.0010745442806639176	0.0007466423711685789	0.0005954455612480996	0.0010340600251298232	0.0014622417024632423	0.0006430340825694572	0.0011420337006370679	0.0006618086767383339	0.0010083533930622863	0.0006918773590035292
b1827	W3110_lambdaRed.CDS.1818	0.005112080070943908	0.00702287815839273	0.0041905009516080725	0.005945865563599652	0.00444851380046484	0.010353173923454917	0.004003747945968163	0.007053649146956507	0.004408199088983388	0.007420893731234629	0.007339485807666821	0.00311232402887774	0.005640821313040695	0.004705771246139163	0.004768887453618565	0.00568759585697354	0.005472454073950315	0.008136387159977153
b0181	W3110_lambdaRed.CDS.182	0.017734892696501966	0.013891723251225544	0.014649399185906567	0.01323601995817035	0.01874676581047508	0.016087556752442528	0.0166124598277847	0.014342965855560134	0.019599204436767114	0.01691001959326813	0.019081513750265747	0.019102710338538376	0.021604456635312533	0.013532889933063138	0.02078252001931377	0.01817142009981661	0.020880178389494696	0.029418782284251755
b1829	W3110_lambdaRed.CDS.1820	0.01388302419872819	0.015368676089156895	0.01192119952170101	0.016446142075578273	0.01707952009855148	0.02259456135040234	0.021097655039253302	0.020248886556544277	0.03389827054318878	0.027169724999935595	0.010819445732692829	0.02636229392154804	0.012448385814651531	0.015435950539289365	0.01729073383505926	0.016544593390087948	0.011753219749086859	0.017899667617203734
b1830	W3110_lambdaRed.CDS.1821	0.03755186291065058	0.032539521316238024	0.03228382222301689	0.03436689066928988	0.029424399330964593	0.03216062001705156	0.03800192862785876	0.03817855048570681	0.03625226131870705	0.04650263577019339	0.033610471606724084	0.023838082094342485	0.03591825550092987	0.03677802505468398	0.035959954445025505	0.0388213469547267	0.03774518931448951	0.03497092393741738
b1831	W3110_lambdaRed.CDS.1822	0.011855725807587607	0.01065053500056185	0.012030732035162722	0.009952724069572275	0.010135420261879746	0.007213677319835596	0.012635960052931246	0.013193485329386072	0.014787071674510861	0.02039458907701929	0.025885890590696292	0.014579022167561448	0.013566162908141386	0.015115128399103839	0.013547682432011718	0.01419067930541737	0.01742567836018837	0.012994330141408106
b1832	W3110_lambdaRed.CDS.1823	0.008552076818430442	0.00893003938412576	0.008794358260223227	0.009201562356982987	0.00966975819841866	0.008779854775840498	0.008524774992682758	0.011869597482926354	0.00939128330693552	0.007188361347285124	0.010329902088981243	0.0051328934087550996	0.013391200719405522	0.010962145518258372	0.009103039092037633	0.010873052568187448	0.010993519264111322	0.010740367568165201
b1834	W3110_lambdaRed.CDS.1825	0.0024262314336501354	0.0017762681456658953	0.0020745812471842464	0.0017863441165220416	0.0017470134167932082	0.0024111722593021527	0.0030240742341783636	0.0027931322358402976	0.0018915268309192006	0.0015902384558159092	0.0016756719417022718	0.002303863609486244	0.002537451014490946	0.001382624533486091	0.00210643394084635	0.0015608015265798742	0.0025227490124412667	0.001448541992438672
b1835	W3110_lambdaRed.CDS.1826	0.0014074548754962847	0.0015585030156960384	0.0011024805900791271	0.0019142919849818583	0.0010215070030606455	0.0009754036282402758	0.0006163962971916652	0.0008018750905968538	0.0006768502434607928	0.0012394560933878134	0.00106381635075509	0.0011455943677179167	0.0011677272618469115	0.0010015436741293657	0.0005386261867144408	0.0009706162510743256	0.00139857769552525	0.0008747831436878122
b1836	W3110_lambdaRed.CDS.1827	0.0033327108162846003	0.0017894110830980736	0.0030410704118703073	0.00493055300508147	0.0021470092139958424	0.005381372979654895	0.0069073755944442	0.004541323810069292	0.0086749992911522	0.002845638287903183	0.0018730707006651664	0.0010381842706203902	0.0055254921762521786	0.0010804244485890702	0.004150825678792365	0.004008420131504198	0.007019362829261479	0.004016821576266399
b0182	W3110_lambdaRed.CDS.183	0.0031304088969219004	0.0013632010318961557	0.0018331813130752696	0.0012302290921257066	0.0028361772004845513	0.0014911781000227018	0.0021599906558759656	0.0013771822832604075	0.004445175519321728	0.0014837261636768083	0.0018052554653251198	0.0014185214725688615	0.0016658904888257862	0.0010963748559046636	0.001833650026453617	0.000986317733788683	0.0020843875648098435	0.0008676217095770978
b1839	W3110_lambdaRed.CDS.1830	0.003661653076046597	0.007632537003160578	0.007027513750294696	0.005548422586465074	0.005222221486117815	0.004645359591278386	0.004617214269849277	0.008545647611810007	0.00337882677570618	0.0073019873656052685	0.009707791519027545	0.002160888712724808	0.007064629693630818	0.008101050476296093	0.005709789760155927	0.008362214241979455	0.0071044714844071015	0.009598853513498658
b1841	W3110_lambdaRed.CDS.1832	0.006828631560089543	0.010061224570977958	0.007721259355986905	0.008032404737541752	0.008780599054718058	0.007243308794117983	0.005792038858054811	0.01243397053881748	0.012470573494565512	0.02187786484721938	0.024360676281686786	0.013766025688483516	0.00847356437243948	0.010709577932207082	0.019036480198943575	0.01260626254311713	0.037592613981551164	0.019929128450986766
b1842	W3110_lambdaRed.CDS.1833	0.0025369031651865585	0.002405881809749796	0.0024948321823337147	0.001699625888796411	0.0031221069463172276	0.00210267564689087	0.003005716545756841	0.0015832244695352432	0.002103186431237251	0.001275151859950437	0.0017221154976977875	0.0010241783272526242	0.0024343778751242857	0.0013570778944737387	0.002633814735211116	0.0010992528218971276	0.002517435131636594	0.0014249125350549567
b1844	W3110_lambdaRed.CDS.1835	0.002026434360170423	0.0016193268395347194	0.0015363921986007723	0.0017920384290839404	0.0005738639738841747	0.0015427773642990178	0.0016534146346008267	0.001399939504365363	0.0008056897576548808	0.00044637787047561056	0.0008584046001188717	9.094214794166268e-05	0.0009127289197343314	0.0010578483184143117	0.0009296619196507335	0.0007125517161762357	0.0014381287459060484	0.0011205038546296192
b1845	W3110_lambdaRed.CDS.1836	0.0008293310579773437	0.0003308628233990212	0.0007871814088648185	0.0002991910183065077	0.0006325682709729099	0.00015387834328364837	0.0014894640256064163	0.0003218146722208104	0.0016186662003974696	0.00014085454618821167	0.0007240252465546667	0.000960264941949363	0.001200424721921014	0.0006226985507976213	0.0011205045940833218	0.00045215986277591337	0.0011773754553125026	0.00016609352471916165
b1846	W3110_lambdaRed.CDS.1837	0.0003517052122455506	0.0009051232673408286	0.00042992259073539437	0.0014252373530809924	0.0003762697772052255	0.0018915691508542352	0.0005841884588876459	0.0008108794938456965	0.0037429001345858563	0.0015859473628325052	0.0006592155345283927	0.0004148762492566689	0.0010591522049388628	0.0025394222347804546	0.0005099823441736328	0.004294776016126226	0.0015689386779903529	0.004274031191868529
b1847	W3110_lambdaRed.CDS.1838	0.011550123387372602	0.006530569781254828	0.010342484086049679	0.00938069166076883	0.012286952899018794	0.010482593521274905	0.017600818745868756	0.006719365805589441	0.02423614464298214	0.005416156186520305	0.011449279557623857	0.0073023543487696	0.019751315015491624	0.007035117899810587	0.0189103951652522	0.008083551926065047	0.0224809329070767	0.010727252880875886
b1848	W3110_lambdaRed.CDS.1839	0.007033867697783233	0.00494125773851992	0.012288871583805766	0.007244459607024654	0.013174855066916845	0.00881393063212177	0.010615453151249633	0.005637335807008588	0.006963923926035967	0.008061353260793805	0.00394915563458642	0.006741765365457088	0.006997079422055924	0.005875585803950939	0.009934668193874589	0.008596607863199204	0.00510441980114248	0.006584979991489354
b0183	W3110_lambdaRed.CDS.184	0.0008253309051732818	0.0006345385613247379	0.0006043848468644704	0.0005537082680120958	0.0004739632138299396	0.0003202961404872428	0.0006311967090116888	0.0005049386702086453	0.0003270025088414141	0.0003209554555696597	0.0005834832792958351	0.00020867184973468584	0.0006328421096098266	0.0003259431944518704	0.00037292461277597114	0.0003881729568406438	0.0005358534016319801	0.0002367876245606892
b1849	W3110_lambdaRed.CDS.1840	0.22649514259613376	0.11883584751338534	0.18413200316197006	0.09966515486020582	0.17901551999212129	0.10601617328549633	0.15332919291238847	0.11109116415669894	0.05081139207800114	0.071892799565337	0.10610845876651481	0.16901615584170138	0.11212661298159142	0.0824424019936285	0.08086335385991258	0.07515527149590308	0.056404424319691615	0.05845483328978094
b1850	W3110_lambdaRed.CDS.1841	0.10052365857924839	0.10241693824166487	0.09599189937217345	0.0737915964563239	0.0957601533058448	0.07131879422521777	0.08784796520031483	0.06202430989716388	0.09073123742209487	0.04678850369269233	0.09665901137858023	0.05378445606385488	0.1095237027111134	0.09259330666063682	0.08519271466566947	0.06808770356197791	0.08243378410103035	0.06724209528952738
b1851	W3110_lambdaRed.CDS.1842	0.01239682722040447	0.015236517156520296	0.010138481080065709	0.004728966299020409	0.010382567316150374	0.00839930375532659	0.007013877366380238	0.013812445626900378	0.025444205720114747	0.006860311996637378	0.024771623775034692	0.014916987340094794	0.028877319039345224	0.014382964606272239	0.03719393428641372	0.010030821720304057	0.02816461580888294	0.00992255139305008
b1852	W3110_lambdaRed.CDS.1843	0.053761932741924034	0.058865485083154596	0.05410114989467262	0.05920923286568731	0.0505241528792477	0.061037185354299965	0.05069222395358084	0.05840514241533549	0.05952322309565575	0.05124604658863218	0.04665275445038808	0.047355962739174105	0.04964843611795584	0.047021728515290434	0.05304021022287179	0.04809763449627321	0.05078314647913149	0.056952821365441414
b1853	W3110_lambdaRed.CDS.1845	0.0003367991989220067	0.0008256807213095088	0.0003941050560053592	0.0003807462837653479	0.00041396813697143806	0.0003205747261931448	0.0001892559770611399	0.000728990483709582	0.00027446463453532867	0.00043983078086223614	0.0006042906214507445	0.0005770536227941471	0.00031460171665103346	0.0005451579475255542	0.0003815653660701504	0.0005161321559407122	0.0003722189234586077	0.00043159656134296437
b1854	W3110_lambdaRed.CDS.1846	0.07350086349172685	0.13705270242958914	0.08101202336900261	0.08177207430777635	0.07686648779790585	0.06769644392367637	0.06436582734558588	0.08233663800346037	0.06939972629748614	0.08266431737781842	0.1610379504171082	0.07176185212668718	0.08154912170181679	0.13303178622401945	0.06482076319890061	0.08606428445100023	0.06779005704442628	0.07595735021813535
b1855	W3110_lambdaRed.CDS.1847	0.0021293207019749795	0.000704693514699436	0.0014240778690540357	0.0005505228075437514	0.001929096566122747	0.0014075513702980502	0.001442499224285329	0.0017633434291466274	0.0007991985181004932	0.0004672633170784123	0.0006015329026342051	0.00031280363798909987	0.00245969964760742	0.0012331714920065893	0.0015296094601936633	0.0007682467859160634	0.0011155138729190594	0.0005550011835871845
b1856	W3110_lambdaRed.CDS.1848	0.00039783768679344986	0.0	3.601484465081423e-05	0.0	7.465238426592292e-05	0.00018332568804400252	0.0005120874575059163	6.443006625868061e-05	0.0004487125807893459	0.0	0.0	0.00048048156270621474	0.00029208280487419706	6.929402078876443e-05	0.0001194436152615514	7.968030159394337e-06	0.0002335851582395211	0.0
b1857	W3110_lambdaRed.CDS.1849	0.007515146783699105	0.0045472532647743	0.006058134714589089	0.0035800379063182556	0.006419141973020247	0.003295002577107156	0.007799427300343293	0.0034439400825752725	0.001656784990129146	0.0021744425551758393	0.008704081466002468	0.005964080194688872	0.005917991703101771	0.006609550691757878	0.004434130496873512	0.0046377386546982684	0.004578123920263233	0.004067272991863977
b0184	W3110_lambdaRed.CDS.185	0.005206030422688977	0.003910296449987694	0.0034969157298386008	0.0026139549138532777	0.0036736302075992973	0.0033529207049749314	0.004650698532096741	0.002326151426490775	0.0037555684832369022	0.002923682716976685	0.0021030912046727367	0.004246401502438759	0.0033399477254725013	0.0018313058218644039	0.003106690017457357	0.002005443606584435	0.003451024859286915	0.0024957068415166345
b1858	W3110_lambdaRed.CDS.1850	0.0012811821862774551	0.0003953086003014846	0.0004505340029406534	0.0007297242984160935	0.00041334253657316185	0.0007158320436314837	0.0004074426739127375	6.647306418468072e-05	0.0003938482374632704	0.0005367008598315249	6.362676060781189e-05	0.00038164215472773623	0.0013664024574578909	0.00031756310223184976	0.0004219615461324674	0.0007076601282325442	0.0006236037019913677	0.0
b1860	W3110_lambdaRed.CDS.1852	0.005759984624626385	0.003608060107249215	0.007030022965085919	0.004007358313053589	0.004865883596742579	0.004622220616427968	0.005510847996648429	0.004289912712118741	0.004492478624192553	0.003296877867393524	0.0026671722483301475	0.0037545880321113554	0.006338958091519144	0.00414429333970039	0.005417748144073673	0.004476518606032001	0.0031452129204794475	0.0039605650481214045
b1861	W3110_lambdaRed.CDS.1853	0.007918178356445189	0.0047213326456013475	0.00855187987233685	0.0062730040806791626	0.011019636270065044	0.007721799195488783	0.010692057254513216	0.008080362993025567	0.004858668637941714	0.005404542730432368	0.0037266658975337956	0.005001543513047026	0.007069947820896112	0.005043597910129971	0.006986708164528302	0.005787780335671191	0.006849725160288175	0.006310566860013713
b1862	W3110_lambdaRed.CDS.1854	0.007787931758064126	0.0072157076323523806	0.00707490369151956	0.005759309745166505	0.006957733841833932	0.004332782812602335	0.006565056062344042	0.011359322344321882	0.005097166590438502	0.012445481712243264	0.009046427672889969	0.00497331371098048	0.01017871428230815	0.008561941555170122	0.008051848719852506	0.008131301460215694	0.0060186236923810985	0.012731493707064508
b1863	W3110_lambdaRed.CDS.1855	0.0	0.0002961000841038179	0.00011451798448251754	0.0004206598935666231	0.00022050630536595047	0.00048223064350912245	0.00012950419096102836	0.0002278932822856986	0.00016551793836517499	0.0001486530360003969	0.0	0.00038101512198879164	0.0	0.00016493748839131652	0.0	7.950483485803466e-05	7.777771096729224e-05	0.00040792567154478436
