$gene_or_promoter	SolutionOrder	mass reclaimed $(fg/cell)$	A14.07036	cumulativeMass
b1918	9	0.910191488255	0.00542416602129	64.4288093901
b1919	9	0.910191488255	0.0579183134835	64.4867277035
PM0-10069	9	0.910191488255	4.59165577905e-07	64.4867281627
b1920	9	0.910191488255	0.594492395237	65.0812205579
PM0-9795	9	0.910191488255	4.59165577905e-07	65.0812210171
b1921	9	0.910191488255	4.59165577905e-07	65.0812214763
b1922	9	0.910191488255	4.6305483366e-05	65.0812677818
PM00563	9	0.910191488255	4.59165577905e-07	65.0812682409
b1923	9	0.910191488255	0.000596934539584	65.0818651755
PM0-1681	9	0.910191488255	4.59165577905e-07	65.0818656346
PM00604	9	0.910191488255	4.59165577905e-07	65.0818660938
b1924	9	0.910191488255	4.59165577905e-07	65.081866553
b1925	9	0.910191488255	4.59165577905e-07	65.0818670121
b1926	9	0.910191488255	4.59165577905e-07	65.0818674713
PM0-7803	9	0.910191488255	4.59165577905e-07	65.0818679305
