level_0,Step05_predicted_from_W3110,Step09_predicted_from_Step05,Step10_predicted_from_Step09,Step10_predicted_from_W3110,iBAQ_Step04,iBAQ_Step05,iBAQ_Step09,iBAQ_Step10,iBAQ_W3110,$D_{KL}\left(\text{iBAQ_Step05}\|\text{Step05_predicted_from_W3110}\right)$,$D_{KL}\left(\text{iBAQ_Step10}\|\text{Step10_predicted_from_Step09}\right)$,$D_{KL}\left(\text{iBAQ_Step09}\|\text{Step09_predicted_from_Step05}\right)$,$D_{KL}\left(\text{iBAQ_Step10}\|\text{Step10_predicted_from_W3110}\right)$,$\log_2\left(\frac{\text{iBAQ_Step05}}{\text{Step05_predicted_from_W3110}}\right)$,$\log_2\left(\frac{\text{iBAQ_Step10}}{\text{Step10_predicted_from_Step09}}\right)$,$\log_2\left(\frac{\text{iBAQ_Step10}}{\text{Step10_predicted_from_W3110}}\right)$,$\log_2\left(\frac{\text{iBAQ_Step09}}{\text{Step09_predicted_from_Step05}}\right)$
b1991,3.2794133852588516e-05,1.7565731599036342e-05,2.967728937338705e-05,3.3192130618344676e-05,2.1936837480205235e-05,1.744913422383592e-05,2.9652146524691367e-05,1.9204667609658207e-05,3.27470497521426e-05,4.335300517339646e-06,2.114198639556376e-06,3.4389918313314103e-06,3.479447371161853e-06,-0.9102823157849098,4.179923943704376,4.018442030974704,5.370900769796203
b2007,0.0031583584713534615,0.0015802447347960096,0.0019060608512032353,0.0031966889990736815,0.0016601518039630996,0.0015697554256993355,0.0019044460204488624,0.0025136277513012426,0.003153823865616415,0.0004911358627504537,8.792448438243354e-05,3.119011508283839e-05,7.881389869949162e-05,-1.0086351264612663,3.049161856416986,2.303177641221212,3.042072161072216
b2009,1.3261469426187589e-05,1.7335211515790867e-05,1.4926000773237591e-05,1.3422413513460084e-05,1.5009725037548493e-05,1.722014428105091e-05,1.4913355340079882e-05,1.242484905571444e-05,1.3242429302690815e-05,5.395209958810868e-07,2.2235628520096482e-07,1.776551273537112e-07,3.8023974805812336e-08,0.3768565896371374,4.736000673973301,4.889184230941083,4.702681619798739
b2011,2.8297767351058368e-06,4.476256536439677e-06,5.333710546234104e-06,2.8641195231619773e-06,4.4181431134264465e-06,4.446544152419119e-06,5.329191781883247e-06,3.6462462150048657e-06,2.8257138898227703e-06,3.9275653866465147e-07,3.006183960797409e-07,7.654235456743006e-08,9.821286858214569e-08,0.6519962799109251,4.994616681740634,5.891664516245246,5.626964882132338
b2014,1.0753134505237635e-05,1.2931722266916996e-05,8.631915792801845e-06,1.0883636892465276e-05,1.1072721903968568e-05,1.284588440331067e-05,8.624602761277918e-06,1.2210136698667422e-05,1.0737695717696275e-05,1.915847335816571e-07,6.562546357863488e-07,8.135992900320321e-07,7.773947919885186e-08,0.2565489569538535,5.508643704125385,5.174235669866194,4.577834393348784
b2016,0.00013221254913409902,0.00013242853091669616,0.00012440061006705426,0.00013381710948578507,0.0001080626380847067,0.00013154950011632903,0.00012429521682587197,0.00011523932170050509,0.00013202272527805138,1.6653894663060803e-09,3.45934282936915e-07,2.5503656801996433e-07,1.3537743275870745e-06,-0.0072533523870106364,3.9042192852741806,3.7989502590381683,3.8896473630242436
b2017,1.2671302819991594e-05,1.7548465668917823e-05,2.2537952004566635e-05,1.2825084516527406e-05,1.5021478570467267e-05,1.743198290107781e-05,2.2518857662424e-05,1.710282374577931e-05,1.2653110026809773e-05,7.99543732153249e-07,7.154832525553351e-07,6.455083796935176e-07,6.451478226820733e-07,0.4601718213650443,4.461017072103617,5.274405164544316,5.097138097421583
b2019,0.0009333530012444534,0.0007060074658459331,0.0008308240718287518,0.0009446803769718894,0.0011739864562538332,0.000701321147093684,0.0008301201907003947,0.0008854408691036214,0.0009320129418710414,3.1581947528291866e-05,1.7571086845457554e-06,1.032082884532394e-05,1.8975012223606527e-06,-0.4123475920116153,3.203744483111513,3.018461209083349,3.3740888802617173
b2020,0.0005649253993978166,0.00038458434543838893,0.0004149098560741294,0.0005717814573399017,0.0007827445685897075,0.0003820315610599831,0.00041455834096092723,0.00046068442620570056,0.000564114309086078,3.3446736157664034e-05,2.4369692441378863e-06,1.1388509144864161e-06,1.1569116581603865e-05,-0.5643685369667786,3.5521171598663637,3.08945125365915,3.556115497701537
b2021,0.00044073896919378646,0.00044821226642296265,0.00043417487419471966,0.0004460878735152216,0.0006730870168872962,0.0004452371342172299,0.0004338070375964374,0.000432300213173123,0.0004401061792567438,2.287635657440652e-08,4.053001617209794e-09,2.3400757125086177e-07,2.1530393283221384e-07,0.014649460876782427,3.423045867115719,3.3839941760535313,3.380619510721785
b2022,0.0007353328321155569,0.0006121967550504812,0.0006763617280724223,0.0007442569918525341,0.0009902864528473275,0.0006081331306951473,0.000675788708738395,0.0007342323304371061,0.0007342770797336176,1.1697336792337691e-05,2.4080153734371912e-06,3.1940414088736007e-06,6.781803647555162e-08,-0.2740102129765418,3.31323229943653,3.175226456806545,3.3740868898542313
b2023,0.0003543481247840235,0.0002621829764612013,0.00031601166904932863,0.00035864857096289614,0.0004730072281635789,0.00026044266483767135,0.00031574394131041655,0.000314699490001262,0.0003538393702983844,1.3715920581433376e-05,2.728066955551365e-09,5.132338350693252e-06,2.8100484786633124e-06,-0.44420160899922223,3.5638421727130076,3.3812491227109707,3.836559379960887
b2024,0.000198509488631306,0.00018437149950735344,0.00016318636805019013,0.00020091864311004012,0.00028735731445494225,0.00018314768296529132,0.00016304811518924107,0.00013109557170384373,0.00019822447910051012,6.103472368154011e-07,3.3852843601706463e-06,1.2835646119206472e-06,1.3848742446305261e-05,-0.11620051958680122,3.6416078885298546,3.3415169967660816,3.6836315055497746
b2025,0.00031801528440974906,0.00028378972797910723,0.0002772823624814694,0.0003218747873081955,0.00040312883751516897,0.00028190599559912364,0.0002770474465362111,0.00027031501897849746,0.00031755869471411047,2.1323489788630727e-06,8.827761892256413e-08,8.073353806455855e-08,4.369633428430908e-06,-0.17388194421225123,3.600433985821544,3.3852902635679953,3.591568229521881
b2026,3.107198995217368e-05,7.266439325777313e-05,6.467421725618175e-05,3.144908640369643e-05,9.301216300870901e-05,7.218206336011874e-05,6.461942471638726e-05,6.962387086466656e-05,3.1027378415777e-05,1.9731091813510108e-05,1.84748684975273e-07,4.627559110358158e-07,1.715791989483498e-05,1.2160257446366654,4.344046708943621,5.384219289798274,4.101396381158212
b2027,0.00031037503391728667,0.00037517240268299763,0.00042668283471133136,0.0003141418130682716,0.00036936514514058897,0.0003726820926635235,0.0004263213454317945,0.00041761249385884546,0.0003099294136932992,5.8730448142190026e-06,9.709826654015095e-08,3.3382219801582954e-06,1.542753698525177e-05,0.2639329853253045,3.4135917033185006,3.8553397938282448,3.6198415069762815
b2029,0.003609982946568701,0.0034718225874522165,0.003225574988702722,0.003653794487487195,0.0038035185480817467,0.0034487774100523364,0.0032228422544938406,0.0032676838992800744,0.003604799922054978,3.6541619265017915e-06,2.73671253249886e-07,9.149176571668707e-06,2.116007348433027e-05,-0.06590700407150507,2.5525540947009127,2.37271496199992,2.432599436681115
b2042,0.0009040929695978912,0.00106718336550534,0.0010192541743872829,0.0009150652391952614,0.0010117940645382017,0.001060099642372379,0.001018390653694182,0.001034395554986292,0.000902794920246006,1.274633548220723e-05,1.1191247335719419e-07,1.132825360968849e-06,7.462961783350516e-06,0.2296568345237766,3.06433239151474,3.219899748437519,2.9824445123509564
b2063,1.4098174669845885e-05,9.003012673222094e-06,9.357704362003118e-06,1.4269273194566374e-05,7.770074288574876e-06,8.94325270019305e-06,9.349776436310424e-06,9.582243860144396e-06,1.407793324876604e-05,1.08443651548203e-06,2.672636982234907e-09,6.59392412499713e-09,8.714113565067501e-07,-0.6566368384755705,5.149815148966622,4.541129851413606,5.181002593330096
b2064,8.092033824556611e-06,2.068783421285179e-05,2.943741441278698e-05,8.190240513138168e-06,2.1173208972805377e-05,2.05505130227721e-05,2.9412474788171647e-05,2.2887118891786494e-05,8.080415706050424e-06,6.694718254178426e-06,7.897860813830938e-07,1.6248177706336704e-06,8.82263436650692e-06,1.3446001543181172,4.367053214768184,6.212726451439741,5.1267661944363425
b2065,2.4602404442471134e-05,3.191023044753248e-05,3.1935048052531184e-05,2.490098459226081e-05,4.147998688849721e-05,3.16984175155606e-05,3.190799241172882e-05,1.7874333565805493e-05,2.4567081598233586e-05,9.370816523732559e-07,3.6875543664309754e-06,7.848456856206915e-14,1.1005669550514214e-06,0.36561149835720386,4.002355099995622,4.361292933317955,4.582967413274314
b2066,3.0522494598235194e-05,2.2280217457002522e-05,3.5546102787094674e-05,3.0892922254215164e-05,2.9670131831376662e-05,2.2132326385131444e-05,3.551598783040667e-05,3.389383465319541e-05,3.047867199849882e-05,1.2762925648086654e-06,3.900990500492783e-08,3.3247587294351153e-06,1.4125027706954032e-07,-0.463717773753368,4.4876716517423425,4.690086699408122,5.208349559406594
b2105,4.316683087379146e-06,6.01451492846021e-06,6.869273970635888e-06,4.369071295443852e-06,4.4071326686120965e-06,5.974591931242109e-06,6.863454264060941e-06,5.721570161183538e-06,4.310485419802593e-06,2.840037855390084e-07,1.01714113107702e-07,5.727787433313749e-08,1.9056742921263898e-07,0.46891699927285657,5.080143657441717,5.732974634603998,5.45382047488104
b2107,1.9391536626129933e-05,9.289297117860997e-06,1.4674501250425786e-05,1.962687654682836e-05,1.152505248708216e-05,9.22763685308393e-06,1.4662068889775123e-05,1.034532261008397e-05,1.9363695273087663e-05,3.311145419151119e-06,7.126930090797392e-07,1.3190099794733248e-06,2.6567674562645676e-06,-1.071393996122671,4.577352941730984,4.157833814078256,5.585752384618518
b2113,9.355494155877617e-05,0.00012792151420870323,0.00014750965235571758,9.469034474790357e-05,0.00012793913369167666,0.00012707239997145637,0.00014738468093990968,0.00011597013787608661,9.34206202717629e-05,5.39314337514011e-06,3.6416351914176942e-06,1.4107989163974761e-06,2.22975290139609e-06,0.44176494856399273,3.6647251865316086,4.304245315843637,4.109988946212193
b2114,0.0004244341752369022,0.00043720658906602327,0.00048363069480512953,0.0004295852010203546,0.00044949377830783433,0.00043430451007102003,0.0004832209588204483,0.00046539907287291,0.000423824794869384,1.1388923459436937e-07,3.4804383559135666e-07,2.3406786447965357e-06,1.4530354349375917e-06,0.033166108610522826,3.3411912686805243,3.5121527862339095,3.524360698522581
b2137,9.273093213238742e-05,3.664872403442518e-05,9.146152139930962e-06,9.385633496327607e-05,5.958208874370322e-05,3.640545804787822e-05,9.138403443056772e-06,1.6065040951203003e-05,9.259779391496748e-05,2.228697560990719e-05,2.1307460669678366e-06,1.4818056743400437e-05,4.9434573425919136e-05,-1.348895895885505,5.6995386354377935,2.340321333089765,3.132852638456834
b2140,1.3261469426187589e-05,1.4860817128535688e-05,1.4986912774456088e-05,1.3422413513460084e-05,4.962304714849363e-06,1.4762174367159565e-05,1.4974215736139594e-05,5.638571351618764e-07,1.3242429302690815e-05,8.187880550179851e-08,1.2573529973391725e-05,4.3155971597053533e-10,1.1071196738921373e-05,0.15466459520411036,1.6374723241821894,1.796531441443479,4.928946242283422
b2143,2.0188041543984457e-05,1.334198676835842e-05,1.638785470696559e-05,2.04330480222032e-05,4.501323747031786e-05,1.3253425661274516e-05,1.637397077888308e-05,1.3817609247422995e-05,2.0159056610882213e-05,1.3571188860688437e-06,2.1300715937590194e-07,3.2102801075553025e-07,1.2098549009062392e-06,-0.6071356540776325,4.7074467204184955,4.389169298951861,5.173849327164925
b2149,1.3261469426187589e-05,1.4860817128535688e-05,1.4986912774456088e-05,1.3422413513460084e-05,3.409615628995331e-06,1.4762174367159565e-05,1.4974215736139594e-05,1.5198084569636901e-05,1.3242429302690815e-05,8.187880550179851e-08,1.4808100878080518e-09,4.3155971597053533e-10,1.125913260681875e-07,0.15466459520411036,4.9315960949605255,5.090655212221815,4.928946242283422
b2150,2.390488354999528e-05,1.9055879470643412e-05,2.3858284221006096e-05,2.4194998433999905e-05,4.558118035142713e-05,1.8929390829058195e-05,2.383807128232561e-05,2.108000103699768e-05,2.3870562169736384e-05,5.579978328636943e-07,1.684371672050673e-07,5.55348982783478e-07,2.0972714532386345e-07,-0.3366773936746341,4.587964394623322,4.567745843501596,5.0351776595820645
b2153,0.0014184457627666282,0.0011958779099562886,0.0011482497026153347,0.001435660330119414,0.0013900340417735645,0.0011879399413852146,0.0011472768958278115,0.0011254575793132558,0.0014164092326032951,1.9835276758377665e-05,2.2771725702612142e-07,1.00124077837601e-06,3.622674458418759e-05,-0.25584908748385615,2.976782285892556,2.6545042405320896,2.937350114577926
b2154,8.798154227821858e-05,8.314054313719506e-05,8.984949594977135e-05,8.90493054772825e-05,6.91429546770507e-05,8.25886749130975e-05,8.977337470252313e-05,9.635078176441443e-05,8.785522298609655e-05,1.6876350595080723e-07,2.297321365497915e-07,2.5781082025012815e-07,2.9147579818638723e-07,-0.09125692764346205,4.194615014771614,4.207521065746022,4.235866179526457
b2155,0.0021522171637633767,0.00016345109561485545,0.0010906858354512508,0.002178336940984299,0.0011993130847597502,0.00016236614400809337,0.0010897617972552333,0.0009066814536192934,0.0021491271230391555,0.0015702319741346701,1.6476120163729955e-05,0.0011411860127264742,0.00047692578827161487,-3.728500913030503,2.834829303204117,1.8368377817059223,5.75705719075644
b2156,2.8621168710518828e-05,3.956289451449481e-05,3.854860329845131e-05,2.896852146056101e-05,3.829826730079769e-05,3.9300284919801104e-05,3.8515944598124315e-05,4.009817899599987e-05,2.858007593494796e-05,1.7824209215440942e-06,3.073577075256371e-08,1.3976515710532563e-08,1.9071084583395187e-06,0.4574571878342475,4.538782249142454,4.95097478615828,4.461054236513839
b2157,3.6768590866698365e-06,1.8902709691521802e-06,1.7945585754602823e-06,3.721482251020318e-06,3.81125437546783e-06,1.8777237756477096e-06,1.7930382103699719e-06,2.538481743387155e-06,3.6715800448954622e-06,5.373075756897283e-07,1.364403004340245e-07,2.5447714954169353e-09,2.118893904047893e-07,-0.9694890376473282,6.203995160501748,5.151746819571212,5.781376457919011
b2159,2.7094773796765712e-05,2.134533743755191e-05,1.1250840916496835e-05,2.7423601884998826e-05,1.172047487591944e-05,2.120365188896238e-05,1.124130910962244e-05,1.4704136065587066e-05,2.7055872539097473e-05,6.926769678367577e-07,4.827954123423484e-07,2.8956735062591746e-06,3.5547423831079808e-06,-0.35370184223445555,5.312225899514431,4.026840664922046,4.119804253387885
b2167,8.337030768326216e-06,1.990567332447316e-05,1.3503739832464849e-05,8.438210793287954e-06,1.616856526833235e-05,1.9773543942434896e-05,1.3492299350715933e-05,1.3957749461030136e-05,8.325060896034999e-06,5.640665820251347e-06,7.548011519460871e-09,1.1664119855109889e-06,1.5049021984466137e-06,1.2459658986401507,4.996805773433406,5.675155754615462,4.4030693481941015
b2168,1.1281340828108213e-05,1.868006793667782e-05,1.6271818640613134e-05,1.1418253642551264e-05,9.237032896573989e-05,1.8556073847521766e-05,1.6258033019260146e-05,1.2908510147156031e-05,1.1265143669582761e-05,1.959642573109933e-06,3.74370095272564e-07,1.6428279249342263e-07,9.327591987673163e-08,0.717952945354277,4.649641206985187,5.160674696153814,4.681217340821279
b2171,0.00046843441036629525,0.0005359832789670512,0.0005485847410990663,0.0004741194326063312,0.0005619938780946437,0.0005324255425228542,0.0005481199755010808,0.0004728029747449412,0.00046776185676481423,4.184344728057582e-06,5.49345487017806e-06,1.3638486670011427e-07,1.8293571618470394e-09,0.18473272703188215,3.175166085280307,3.3856300537872075,3.3565080242383303
b2173,9.727131477603514e-06,2.5785271186111862e-06,1.1423206454308526e-05,9.845182068162582e-06,5.525809281766398e-06,2.561411435599744e-06,1.14135286179035e-05,7.491185320840658e-06,9.713165771492756e-06,3.7478735625063137e-06,7.713409618351071e-07,8.143547055509406e-06,3.0699165449707217e-07,-1.9250754087994544,4.615889288239297,4.830367163841698,7.18431016545669
b2175,2.4860811431939126e-05,3.7410367511000117e-05,2.2276377703335488e-05,2.5162527665350325e-05,2.37362528714585e-05,3.7162045906376195e-05,2.225750496913675e-05,1.929876096906342e-05,2.482511758047502e-05,2.637731218738017e-06,2.0851614895934985e-07,3.5952386861725e-06,7.435160247900601e-07,0.5799565442616323,4.598656152502974,4.422893958486426,3.9933710315263777
b2176,8.039439993392409e-06,7.90426655837408e-06,2.439148314125794e-06,8.13700839176035e-06,3.678110550087848e-06,7.851799814908554e-06,2.437081847197605e-06,2.1697305848501087e-06,8.027897386355453e-06,2.206994704325173e-09,1.5459613810298432e-08,2.599710980479951e-06,3.0992854199857675e-06,-0.034071619368980066,5.604283531871353,3.866162538195841,4.0242277704081495
b2180,4.636128267864305e-06,5.292305474019237e-06,5.7309764516559305e-06,4.692393332358304e-06,3.7372442766598184e-06,5.25717634070928e-06,5.726121120294983e-06,4.047232107305128e-06,4.629471957622191e-06,3.9855077001069614e-08,2.7590369008759403e-07,1.7313317928114914e-08,4.6536983663334695e-08,0.18136764586103737,4.995310260246443,5.283767278501253,5.457200033537649
b2181,1.0286645959996894e-05,1.4541826466571402e-05,2.6889678836792672e-05,1.0411486940428347e-05,1.9932070032193686e-05,1.4445301093457123e-05,2.6866897675145365e-05,2.4814600546992117e-05,1.0271876932285743e-05,7.458515214513463e-07,8.220990459232438e-08,4.16760052832794e-06,7.1489253353785115e-06,0.48982761821785203,4.578509603996542,5.947386002983656,5.544816391168922
b2183,0.00021670963674276083,0.00019669079277819548,0.0001651639383063598,0.00021933967219115867,0.0002204401732590807,0.00019538520353844607,0.00016502401003128816,0.0002005831793794361,0.00021639849639217682,1.0853855404143798e-06,3.5521599911237116e-06,2.6981483422203775e-06,8.258564673633455e-07,-0.14944209268783837,4.049532117191358,3.640264064706681,3.602363374521076
b2185,0.004398107849358954,0.005749433971168963,0.005138205409559944,0.004451484246106006,0.005665961681625329,0.005711270521719284,0.005133852278802128,0.005408953680725451,0.004391793276372151,0.0001790043736277641,7.011199067830272e-06,3.419807124104002e-05,9.629259286836767e-05,0.37692873927759685,2.3848201092843224,2.591798225044047,2.1704653841351
b2186,0.00012820226449760863,0.00017646071710511384,0.0001771116733222857,0.00012975815515970144,0.0001498727774146511,0.0001752894105572232,0.00017696162282580826,0.00016641622350571395,0.0001280181983982833,7.748495532782174e-06,3.296435815578142e-07,7.102698881247729e-10,4.749557762349021e-06,0.451317098607559,3.7620345398761827,4.210868628993843,3.828787657529018
b2187,9.412562203668138e-05,9.34391515262665e-05,0.00013578351583256405,9.526795112863968e-05,0.00011930788579819559,9.281892345620336e-05,0.00013566847889805858,0.00012548183424129674,9.399048139651597e-05,9.112384722126583e-09,4.010618338183645e-07,8.361966124267837e-06,4.352289265067996e-06,-0.02016852921835799,3.86305447608029,4.374299955440225,4.480316997236223
b2188,1.4538756356019042e-05,1.158221805684713e-05,1.4848931045163008e-05,1.47152018762399e-05,1.0589420196982466e-05,1.1505337898636047e-05,1.4836350906125919e-05,1.1708968957747038e-05,1.451788237082088e-05,3.410906572449021e-07,3.582300920790643e-07,4.194858481967457e-07,3.304293717478854e-07,-0.33760051203426045,4.6841259651278975,4.697177707601902,5.279298664541136
b2197,1.3261469426187589e-05,1.3517016795726215e-05,1.4441718873672105e-05,1.3422413513460084e-05,8.388290097019736e-06,1.3427293878691083e-05,1.4429483728205216e-05,1.0195350425491132e-05,1.3242429302690815e-05,1.0324590243299391e-09,6.964556411478449e-07,3.01275399729825e-08,4.234010154000613e-07,0.01792793402558246,4.585819228162272,4.691417583190802,5.028626726849728
b2210,4.7078390720924106e-05,2.458619442530853e-05,5.51496844864376e-05,4.764974434557407e-05,3.338953442661252e-05,2.442299679701757e-05,5.510296121076335e-05,6.744464581760096e-05,4.70107980323201e-05,6.626851735380129e-06,1.2786900972725431e-06,1.3952335374251009e-05,3.6373874170076602e-06,-0.9468247701236407,4.542084483830868,4.752968642267891,5.505484929041247
b2211,1.4302371845476117e-05,1.0912762944754677e-05,1.6386296553576206e-05,1.4475948551686097e-05,1.5260741756282135e-05,1.0840326478993543e-05,1.6372413945574326e-05,1.5438324450051885e-05,1.4281837248782263e-05,4.5762423966955246e-07,2.7965437948520487e-08,1.1820614445582002e-06,3.130362593370807e-08,-0.3998462102404865,4.818493105532671,4.997325049691058,5.463711342294806
b2215,0.00011254199007327725,7.454035208650148e-05,5.6128691739728976e-05,0.0001139078242271008,9.435653740562494e-05,7.404556999611143e-05,5.608113904089105e-05,5.129605422103847e-05,0.00011238040817607538,7.4975618772430964e-06,2.1428511884150883e-07,2.5018260738779983e-06,2.168902298206726e-05,-0.6039780502817038,4.243005316893186,3.221948807146088,3.922907836433822
b2223,1.0537690211121036e-05,1.653982843578782e-05,7.978058661851155e-05,1.0665577919374552e-05,1.605961867495486e-05,1.6430040775023152e-05,7.97129958357765e-05,1.3949028786643145e-05,1.0522560747217565e-05,1.405101989470618e-06,4.1506260613512316e-05,6.218837745902174e-05,4.603058964024913e-07,0.6407773878369145,2.4335020698336116,5.336577660378751,6.446618278585829
b2231,0.00031479766210054536,0.00029871388421912873,0.000354627758633421,0.0003186181152324011,0.0003244386662349245,0.00029673108864699415,0.00035432731501923415,0.00033646696005589096,0.00031434569209855945,5.286424915596486e-07,4.7316287920412276e-07,4.882607309044306e-06,4.908596661633595e-07,-0.08526873992774853,3.4643963105907227,3.618873484269181,3.7636586305588198
b2232,0.0004096328357493498,0.00035375287493128154,0.00041991168010994836,0.0004146042292463883,0.00037257073339571755,0.0003514047429190143,0.0004195559274094331,0.0004089331420453121,0.00040904470637014245,4.34981697959477e-06,1.4478359779422677e-07,5.772458834099484e-06,3.896351760050536e-08,-0.2211977013623443,3.415667579174473,3.434018664386505,3.6886567851182237
b2234,0.0002263115898276488,0.00020286002378133684,0.0002222838181679412,0.00022905815667431155,0.00020459073470405513,0.0002015134845738667,0.00022209549745113387,0.0002006488801188733,0.00022598666349553658,1.41116245175454e-06,1.0887916670469409e-06,8.844361512562655e-07,1.8394691980540333e-06,-0.16743408746758703,3.6213554102372267,3.5780443994206976,3.854824688467593
b2235,0.00023595926685220672,0.0002477180602812698,0.00021825944506092277,0.00023882292001284545,0.00021041932127713965,0.0002460737635176712,0.00021807453382679599,0.00021974606001145427,0.0002356204888905276,2.137484051312091e-07,5.051381326735219e-09,1.8489799968171897e-06,7.830554695131473e-07,0.060553013581898796,3.7386303415135256,3.6087331288159348,3.5483396698209937
b2239,0.0002842518546263609,0.0003333617052642954,0.00034502735350408747,0.00028770159717208616,0.000335622174829838,0.0003311489252495827,0.00034473504343372085,0.000349410321559654,0.00028384374069551814,3.671867845874766e-06,2.77218265238373e-08,1.9184321805779505e-07,6.18977806540375e-06,0.22031041380369665,3.541738017478914,3.803875529456392,3.5778895684410603
b2249,4.0854522876268005e-05,1.236679124310854e-05,1.593577257237047e-05,4.13503422823958e-05,1.6077369849986783e-05,1.2284703264565297e-05,1.592227165206758e-05,1.0348620533611068e-05,4.079586609126424e-05,1.3807750128058009e-05,1.1195159487127434e-06,4.681430380623309e-07,1.666652830828066e-05,-1.7336327934548716,4.458714182303874,3.083083873997955,5.2553775592855825
b2254,1.3261469426187589e-05,1.061904048742772e-05,1.4986912774456088e-05,1.3422413513460084e-05,8.388290097019736e-06,1.054855368526976e-05,1.4974215736139594e-05,1.5198084569636901e-05,1.3242429302690815e-05,2.986256850914735e-07,1.4808100878080518e-09,7.911798209593938e-07,1.125913260681875e-07,-0.33019543671395013,4.9315960949605255,5.090655212221815,5.413806274201482
b2255,1.5963735892908608e-06,1.680972061810899e-06,2.044152372633953e-06,1.6157475275791005e-06,2.297482782143119e-06,1.6698141473746368e-06,2.0424205495833567e-06,2.2252373984017497e-06,1.5940815996696305e-06,1.6639771141827976e-09,7.793992397870401e-09,3.6340311443181385e-08,1.0273271951175135e-07,0.06488922174286316,5.884418877355266,6.2237198331954104,6.080897912932786
b2259,0.0004884062044840446,1.4860817128535688e-05,1.4986912774456088e-05,0.0004943336087763385,8.388290097019736e-06,1.4762174367159565e-05,1.4974215736139594e-05,1.87809614664538e-05,0.0004877049764261943,0.00042199001103097693,4.441819597801845e-07,4.3155971597053533e-10,0.00041413201179281764,-5.0481043865059245,5.143270358970765,0.09956049452202187,4.928946242283422
b2261,7.866280496500939e-06,5.740901425370273e-06,7.653268639205358e-06,7.961747393422537e-06,7.856552562279104e-06,5.7027946130403345e-06,7.646784725765624e-06,7.849642356167295e-06,7.854986502803838e-06,3.2930178309142765e-07,2.498081682458366e-09,2.862129942112367e-07,7.929756579189596e-10,-0.46401255616485315,5.240449941459847,5.183440883386911,5.629065989657569
b2262,0.00021701550872999388,0.0001620043939438996,0.00015045292658312878,0.00021964925630758536,0.00018973195570680276,0.000160929045217415,0.00015032546160068688,0.00019130683201858215,0.00021670392922442454,7.967831720164583e-06,5.103416172079771e-06,4.3146550011811686e-07,1.9127359273931807e-06,-0.4313734128447173,4.1367682410424305,3.5908787962936977,3.788971566234615
b2265,4.5702408819044426e-06,7.017714736110369e-06,3.730888450784742e-06,4.625706322702507e-06,5.415981945249768e-07,6.9711327242241865e-06,3.7277276107687174e-06,1.4410048296097982e-06,4.563679169321549e-06,5.424027431346092e-07,9.190474737408402e-07,9.316820010752489e-07,1.5040742627949664e-06,0.6091228886741504,4.581879454040211,4.271725005022843,4.620855535076785
b2278,1.3261469426187589e-05,1.145758713813911e-05,1.4986912774456088e-05,1.3422413513460084e-05,8.707761144110018e-06,1.138153425193251e-05,1.4974215736139594e-05,8.974046678021805e-06,1.3242429302690815e-05,1.400337114870426e-07,1.4106103484487076e-06,4.916339570762312e-07,8.355121059716468e-07,-0.22054559222054593,4.4047633992179485,4.563822516479238,5.304156429708074
b2279,0.00024685486214908836,3.6611670234170795e-05,0.00014019758206345264,0.00024985074663221415,0.00036770698038611493,3.636865020241521e-05,0.00014007880549498063,2.0626246119472745e-05,0.00024650044086212174,0.00014083684939830324,8.004137493702125e-05,8.449594466317713e-05,0.0001777764676506298,-2.7628957739800253,2.0113047019665746,1.1776996405901876,5.864031485831093
b2281,0.00010410699580006179,0.00018268044172786878,0.00019689550464673685,0.00010537046102244773,0.00011897709886528485,0.00018146785004696822,0.0001967286931222776,0.00019877265476338235,0.00010395752442602258,2.34734492247942e-05,8.919826929648048e-09,5.268228828901524e-07,3.275471400905828e-05,0.8016469558242054,3.786933381643987,4.6888930684221055,3.8847052255280516
b2282,7.623118972506496e-06,1.0905124095800555e-05,1.330915558508148e-05,7.715634808102884e-06,7.211785616625638e-06,1.0832738335000532e-05,1.3297879956740466e-05,1.021887994335457e-05,7.612174097394805e-06,5.968670559835092e-07,3.902921921684248e-07,2.45169073704959e-07,3.681397446544347e-07,0.5069446809589628,4.705947859976712,5.49251013533757,5.256728349900831
b2283,0.000273579053093125,0.0004684554006208066,0.00042047995670857453,0.0002768992681901035,0.0002897276140965591,0.000465345899043665,0.0004201237225593543,0.00042473968430422,0.00027318626261194816,5.542041689042868e-05,2.150437020874375e-08,2.583710349561357e-06,3.387285666226747e-05,0.7663457204725894,3.451641263093655,4.0543170544821825,3.2848393646193585
b2284,0.00021220508521376408,0.0003015981475289064,0.0002723872797726974,0.00021478045244168747,0.00021241353573658376,0.00029959620686569423,0.0002721565109826038,0.00029000729727939685,0.00021190041226242922,1.593433743010339e-05,5.579906160886041e-07,1.4862136660820932e-06,1.185936837293179e-05,0.4975601292644214,3.696448574846869,4.039245210274387,3.4859515630852744
b2285,0.00018170476544911702,0.0003092058396115742,0.0003176724286049531,0.00018390997413968052,0.0002587186311818308,0.0003071534007995562,0.0003174032938566035,0.00033996936874293617,0.00018144388326005344,3.579587252073693e-05,7.648032816154815e-07,1.0771492341707465e-07,5.282089787755136e-05,0.7573631002319132,3.633517461969473,4.422057618475434,3.6038074412179775
