level_0,Step05_predicted_from_W3110,Step09_predicted_from_Step05,Step10_predicted_from_Step09,Step10_predicted_from_W3110,iBAQ_Step04,iBAQ_Step05,iBAQ_Step09,iBAQ_Step10,iBAQ_W3110,$D_{KL}\left(\text{iBAQ_Step05}\|\text{Step05_predicted_from_W3110}\right)$,$D_{KL}\left(\text{iBAQ_Step10}\|\text{Step10_predicted_from_Step09}\right)$,$D_{KL}\left(\text{iBAQ_Step09}\|\text{Step09_predicted_from_Step05}\right)$,$D_{KL}\left(\text{iBAQ_Step10}\|\text{Step10_predicted_from_W3110}\right)$,$\log_2\left(\frac{\text{iBAQ_Step05}}{\text{Step05_predicted_from_W3110}}\right)$,$\log_2\left(\frac{\text{iBAQ_Step10}}{\text{Step10_predicted_from_Step09}}\right)$,$\log_2\left(\frac{\text{iBAQ_Step10}}{\text{Step10_predicted_from_W3110}}\right)$,$\log_2\left(\frac{\text{iBAQ_Step09}}{\text{Step09_predicted_from_Step05}}\right)$
b0174,5.162646265434716e-06,7.914876095312852e-05,9.042401944428717e-06,5.225301267259805e-06,9.145113199915145e-06,7.862338928127587e-05,9.03474114559113e-06,1.6519274284010342e-05,5.155234008217584e-06,0.00014064803831120265,2.4776918466053925e-06,5.050635604669481e-05,7.71996579343819e-06,3.928775900594106,5.743879800530069,6.5350716300799565,2.010640424282526
b0176,8.441180052313333e-06,1.2254946926667337e-05,7.95658043500213e-06,8.543624055716123e-06,8.821967598272602e-06,1.217360134553889e-05,7.949839553262719e-06,6.927984314588433e-06,8.429060647932912e-06,7.249144468773429e-07,6.955243368491833e-08,8.645921902931395e-07,1.6342079632634193e-07,0.528239424414874,5.059478393497063,4.956778752908644,4.5739174267149
b0177,0.0004540272694722364,0.0003456770226323714,0.0004222491917547784,0.0004595374435060229,0.000355310967368196,0.0003433824963111197,0.00042189145869477447,0.0004185590384771456,0.000453375400889364,1.4733823243395718e-05,1.6171817481122012e-08,7.844566345829352e-06,1.8839551670754746e-06,-0.40296244945425563,3.4309251116899393,3.308837354858916,3.7275251857066483
b0178,0.0017987018701631074,0.002176306851981597,0.0018903976053569161,0.001820531308626169,0.0018568456239068342,0.002161861016626486,0.0018887960446359162,0.0020984378524559195,0.0017961193881891149,3.4416198171838535e-05,1.1049272069414261e-05,1.9887819137679678e-05,2.0207613827737288e-05,0.2653176932622614,2.8805324869051683,2.9348626420359443,2.572086632250291
b0179,0.0002536077513526525,0.0002364252614630929,0.00023019820485263245,0.00025668559037297114,0.00023727218199519828,0.00023485592375789972,0.00023000317900098518,0.00023560424491053227,0.0002532436346209155,7.110054015115681e-07,6.298732874100883e-08,8.802302203548022e-08,8.904190556887227e-07,-0.11082285809651893,3.731478707656393,3.574352981414819,3.668910759955317
b0180,0.0008955115593563446,0.0009627055874089297,0.0010813291761951984,0.0009063796830861303,0.0007474865636782397,0.0009563153642662271,0.0010804130650394512,0.000944151208944959,0.0008942258307440038,2.019045348189419e-06,9.094461623471509e-06,6.919329746544393e-06,7.763153664952548e-07,0.09477439964731005,2.887754286537006,3.1423726310168005,3.190205872644529
b0181,0.00030240168532559873,0.00029734093831564035,0.00023295422597057033,0.00030607169817789125,0.00032770060858437094,0.0002953672560495891,0.00023275686519469535,0.00035499685563514244,0.00030196751281807386,8.245888530349814e-08,2.750581398601397e-05,7.585406056993642e-06,3.7171664427808142e-06,-0.03395627985721994,4.124264251363376,3.730441105674431,3.350078124121511
b0182,8.165501785617786e-07,1.099455971808112e-05,1.33587881384792e-06,8.264600097409166e-07,2.3597048884278495e-06,1.0921580303737632e-05,1.3347470461022287e-06,1.1108572499108254e-06,8.153778185659529e-07,1.821907911935961e-05,2.011578124606518e-08,6.845286588730038e-06,4.412297558700203e-08,3.7414962677795067,5.803400888223626,6.49617310778997,2.946081879796157
b0184,3.962289578459055e-06,4.519736438818749e-06,5.534688653660878e-06,4.010376789553108e-06,5.260735208481785e-06,4.489735444986367e-06,5.529999618970213e-06,3.595628576056194e-06,3.9566007305283066e-06,3.364420444092367e-08,3.882061775350019e-07,1.0532611957690234e-07,2.222647170991649e-08,0.18029611606221962,4.927274672099021,5.392039045033663,5.650007111345934
b0185,0.0004920490274936491,0.0004715204720453062,0.0006011366371445916,0.0004980206418810338,0.0004897245944909567,0.00046839062521349166,0.0006006273491391071,0.0005878684901911205,0.0004913425692612419,5.781058008374855e-07,1.4751505481708487e-07,1.625225149619276e-05,7.65704296402318e-06,-0.07108987131795175,3.2610121384498276,3.532499548202316,3.6328561025836743
b0186,4.792633360167338e-06,3.819805882284816e-06,2.855265465304603e-06,4.850797804618769e-06,4.356437427023647e-06,3.794450870047581e-06,2.852846460432664e-06,2.788836856826017e-06,4.785752348107532e-06,1.120252185850437e-07,7.788041434787392e-10,1.3426388916489647e-07,5.182879434820462e-07,-0.3369274619372753,5.628057738193885,4.863460578017776,5.230875941077777
b0187,7.693547570515309e-05,3.7692879668323336e-05,4.433846473900675e-05,7.786918142948177e-05,6.698475925871797e-05,3.744268281154607e-05,4.430090081946188e-05,4.68212826857715e-05,7.682501577709893e-05,1.252822817238806e-05,6.825270103349263e-08,5.480718331179338e-07,7.230268096110359e-06,-1.038965183099437,4.491908957868926,3.679415313710095,4.670842909318676
b0188,4.8904134681226164e-06,3.800295455504022e-06,8.291851184924595e-07,4.949764593304707e-06,1.92691956814509e-06,3.775069949091173e-06,8.284826258991278e-07,3.961473195341535e-06,4.8833920685030945e-06,1.3813668249771007e-07,3.0631700635778083e-06,1.709836422565131e-06,1.0597606995126356e-07,-0.3734530686853681,7.762907856938249,5.1853140730247915,4.001787012649494
b0189,0.00023975455380825323,0.00022191559814737011,0.0001173240490535721,0.00024266426739971207,0.00024189126589343977,0.00022044257232353053,0.00011722465113428759,0.00012951040248027816,0.00023941032677226516,7.995472216270651e-07,6.120522758137101e-07,2.9877596493040168e-05,3.1831995213782086e-05,-0.12115535045995429,4.105464260591932,3.057001341953791,3.0862829343384703
b0190,1.4244272835340166e-05,1.2258313396429925e-05,1.4610482618152088e-05,1.4417144439283025e-05,1.2135515226162785e-05,1.2176945469432432e-05,1.4598104494624118e-05,1.2985046063506025e-05,1.4223821654163286e-05,1.5785480805857082e-07,9.396897581487627e-08,2.1031294104718372e-07,7.360685718229612e-08,-0.22622968927945664,4.810924474526534,4.830142866442529,5.181261113259261
b0192,1.5351117395949965e-05,1.3997726199709623e-05,1.2388355877357223e-05,1.5537421907049255e-05,1.7953889254748216e-05,1.3904812441779387e-05,1.2377860358258637e-05,7.585815364274117e-06,1.53290770653019e-05,7.037833800240746e-08,1.0818734205629647e-06,9.756874006977204e-08,2.5127944364330325e-06,-0.1427593873764561,4.511425287755252,4.184662880296335,4.824846844454159
b0194,0.0008041541707435021,0.0009290629276141511,0.0009390746166990096,0.0008139135612663282,0.0009611025985425512,0.0009228960168797428,0.0009382790248002833,0.0009174443674620053,0.0008029996082867078,8.364529165312551e-06,2.5104600188344955e-07,4.556041327671498e-08,6.3219391221215355e-06,0.1986959895361835,3.062553969109059,3.268918178316909,3.100472877119846
b0195,1.1108672104478101e-05,9.704495979964826e-06,4.612715962216138e-06,1.1243489373606221e-05,5.052722252764368e-06,9.640079718534016e-06,4.608808030529554e-06,1.3493156578986156e-06,1.1092722854665952e-05,1.016609344802001e-07,1.6047954754022027e-06,1.6638772245819326e-06,7.033365863989142e-06,-0.2045693898641332,4.210039097080866,2.924637620423475,4.365373987243338
b0196,0.00010491360910599756,7.545091268513133e-05,7.575493292818161e-05,0.00010618686356350773,0.00010675019465829882,7.495008649830486e-05,7.569075271304805e-05,6.449131545269743e-05,0.000104762979638804,4.756694576471716e-06,8.822574148016149e-07,3.8079317306251477e-10,9.53567445535205e-06,-0.4851997842324831,4.039320651557523,3.55212709160973,4.205247560139659
b0197,0.00129321561939577,0.0016036163182411227,0.0013730318569243304,0.0013089103663971226,0.001417059026689433,0.0015929718738306353,0.0013718686128086478,0.001297043399736394,0.001291358888115854,3.2329843050560346e-05,2.1426368654352875e-06,1.7616140996637355e-05,5.395802028036918e-08,0.30075795678570216,2.8607512729714832,2.9297500665386726,2.6928737637409172
b0198,6.323389762157675e-05,4.874529150958375e-05,6.670540327588357e-05,6.400131800391315e-05,5.64046902562405e-05,4.8421731229082326e-05,6.664888989824154e-05,5.3940742730808485e-05,6.314310970198772e-05,1.8888030541684307e-06,1.3076537428788207e-06,2.9461593377583486e-06,8.357594609739824e-07,-0.3850434861901668,4.044212376232283,4.103914388267155,4.7083054369975805
b0199,0.00015922202903641817,0.0001181554146066434,0.0001457763404569077,0.00016115438233101897,0.0001594121793675752,0.000117371125541814,0.0001456528375174915,0.0001238850515695931,0.0001589934263832104,6.057556525410919e-06,1.7327875962141613e-06,2.97681155753082e-06,4.686488139716286e-06,-0.43996241776582856,3.747799364952712,3.6031125331123715,4.212742042582539
b0200,5.3133956798041005e-05,3.3984669986506316e-05,3.651955816946265e-05,5.377880209423043e-05,4.7120214486407316e-05,3.375908739148951e-05,3.648861849320262e-05,4.5001445132789506e-05,5.3057669844703146e-05,4.062875781327907e-06,9.165139169134968e-07,9.005838525648954e-08,7.587846717724587e-07,-0.6543582476936987,4.732155208754609,4.173786899795239,4.62624619296515
b0207,4.6366131618389727e-05,4.029055854187682e-05,4.223923862889136e-05,4.6928841111120764e-05,2.993793502667266e-05,4.0023118877046715e-05,4.2203453191329816e-05,3.993064868951942e-05,4.6299561554114764e-05,4.5513121230206574e-07,6.426995121766832e-08,4.470766184600753e-08,5.498610886020243e-07,-0.21223776960971996,4.402690253032661,4.250799249052033,4.526190157858341
b0208,2.0609583050670974e-06,1.4788698414639387e-06,2.387322519374572e-06,2.085970544861632e-06,2.795277169897795e-06,1.4690534361064059e-06,2.38529995969477e-06,2.2484891933526874e-06,2.057999289034327e-06,9.455271643735182e-08,4.117497127249693e-09,2.3385468048281146e-07,6.172645507580491e-09,-0.4884284440480364,5.670923049504969,5.865597746124626,6.420887813745212
b0212,3.127163242256045e-05,2.4732775011075718e-05,2.7746230745509246e-05,3.1651151778675795e-05,3.1169792124189734e-05,2.456860441382759e-05,2.7722723905894186e-05,3.1417707450313745e-05,3.122673424995708e-05,7.760489954793188e-07,2.3285406425167736e-07,1.738555986040711e-07,8.630133094972032e-10,-0.3480386222125542,4.769209783633968,4.579243582001466,4.809958232143295
b0214,5.278587352853432e-06,1.1641201204725813e-05,5.799475463116975e-06,5.342649441019582e-06,2.61985880001818e-06,1.1563929529646506e-05,5.794562098818474e-06,7.616587557420855e-06,5.271008633493089e-06,2.7834638932676945e-06,2.588723696069993e-07,1.8041745497577907e-06,4.269553374900386e-07,1.1314079276009181,5.610464032883106,5.728831096092842,4.33180989373335
b0219,2.2268345870873192e-05,2.2869697283223315e-05,2.615796745378772e-05,2.2538599376429572e-05,3.0380138403621033e-05,2.2717893376860634e-05,2.6135806204166756e-05,2.8130989791751148e-05,2.223637414573291e-05,4.5074427858553744e-09,7.260645372250847e-08,2.228510066938237e-07,6.426308301043992e-07,0.028834664025385592,4.7437512808879525,4.958603860270731,4.863998906328463
b0220,0.0008403509101008575,0.0007460638725895546,0.00042401850328609815,0.0008505495921524645,0.0008431069938137989,0.0007411116684194431,0.00042365927125051164,0.0004958765503829525,0.0008391443782607772,6.105041807456541e-06,5.771382873492306e-06,8.266357693746717e-05,8.712001549467899e-05,-0.1813009483198087,3.5944016045999243,2.5901334708432353,2.6218321993351923
b0221,6.5119126169942925e-06,7.139696781048785e-06,4.73731293230966e-06,6.590942609739349e-06,5.516976280266578e-06,7.092305079786375e-06,4.733299441024032e-06,4.5656343747005525e-06,6.502563153790544e-06,2.512865027475074e-08,3.1490593303659306e-09,4.6078505476653103e-07,3.4908622831109846e-07,0.12317325568310267,5.390546505576744,4.9141306722858005,4.8348177218269
b0222,0.0005608575490852637,0.000634751742269351,0.0006110371274926914,0.0005676642387081472,0.0005562726716900085,0.0006305384029822722,0.0006105194517086702,0.0005698146838990979,0.0005600522991800312,4.159677635795348e-06,1.4228649225376177e-06,4.68547165215368e-07,4.0680615270719325e-09,0.16894985008863372,3.2062529706574106,3.31247515494531,3.220319526765161
b0237,0.000899163926672059,0.0005278673694262503,0.0005301171275991083,0.0009100763763287174,0.0006581504907136815,0.0005243635045640302,0.0005296680079183141,0.0005671445524265313,0.0008978729541819461,9.20215631461332e-05,1.264040726004119e-06,3.067644239866142e-09,7.472104795418926e-05,-0.778016879400786,3.4065048818520127,2.626828409701223,3.3442767443719745
b0238,0.00022423798832176922,0.00039823425293278927,0.0002692006990428672,0.00022695938948799298,0.0002375565661038472,0.00039559086353878234,0.00026897262995071906,0.0002899375884233752,0.00022391603915813556,5.321320638684469e-05,7.789421137550088e-07,2.3708483925821125e-05,8.02594702082815e-06,0.8189783995099535,3.713185352821263,3.959433334134916,3.0731941331043426
b0239,9.018472677264509e-05,3.231682092231065e-05,4.416055232681086e-05,9.127922829957849e-05,6.193587400579175e-05,3.2102309134223765e-05,4.4123139136155164e-05,4.5343102565603325e-05,9.005524426357388e-05,2.4922911301853074e-05,1.569395020021994e-08,1.9334718033448835e-06,1.4211135729967105e-05,-1.4902060518473021,4.465629771726762,3.418101393368735,4.888828974341282
b0240,0.00026889188150176915,0.0003203235558186297,0.00044941885218521886,0.0002721552120613395,0.00042897428719415614,0.00031819732010719665,0.00044903810076081106,0.0004653250623231005,0.00026850582061616594,4.267001228932502e-06,2.782197059667305e-07,2.2959813319478682e-05,5.641361442029649e-05,0.24289548777882963,3.446877397863501,4.170508376234379,3.8997796683421075
b0242,0.00011680900914044807,0.000125676186208593,0.00010743116642086527,0.00011822662876894791,0.00014404060265215405,0.00012484197595355725,0.00010734014983479718,0.00010471924629132884,0.00011664130088066971,2.700913243060504e-07,3.452065288833618e-08,1.407862984040113e-06,8.027973272200459e-07,0.09595154760701519,4.020072157326338,3.881929728327675,3.8184932780881944
b0243,0.00013159831639144665,0.00010857998563927626,8.933100966851839e-05,0.00013319542228051157,0.0001500273591354822,0.00010785925611807977,8.92553276872003e-05,8.088047191725293e-05,0.00013140937441861273,2.282938549675955e-06,4.1293806730557817e-07,1.8318647846858946e-06,1.1968132904700325e-05,-0.2869910429716942,4.027941257780315,3.4516297309867667,3.844944736267676
b0369,0.00023090418885680184,0.00018140042984103244,0.0002432900237251039,0.0002337064924876173,0.0002264220535002835,0.00018019633459111676,0.00024308390637460306,0.00024238863243704318,0.00023057266871144946,6.0271183348419e-06,1.671896676929286e-09,9.467127003807383e-06,1.5930894917010334e-07,-0.35772468012162584,3.6800670160079285,3.7380463652996863,4.106430624610713
b0386,6.251158412145407e-05,6.763966608828358e-05,1.2856501904859723e-05,6.327023834950801e-05,8.474410666202123e-05,6.719068919934149e-05,1.2845609768516587e-05,9.096226370370518e-06,6.242183326177173e-05,1.709069243253865e-07,6.130719429672601e-07,3.345502588513017e-05,3.653137693564683e-05,0.10413776591999735,4.6394914028317675,2.340462528680149,2.589262479461814
b0387,8.179391744380198e-06,6.603919759450538e-06,7.895683854840788e-06,8.278658627742601e-06,9.754536851307692e-06,6.560084425542305e-06,7.888994565195313e-06,9.012014355135632e-06,8.167648201946359e-06,1.7205877808754147e-07,7.543948129423692e-08,1.176303935690528e-07,3.156297797847859e-08,-0.31827918014968404,5.33355240173988,5.265219596761014,5.458204115589357
b0388,0.00037199156264642306,0.00028565985659179723,0.00027422650902640076,0.0003765061334378749,0.0002446368798561574,0.0002837637107187406,0.00027399418202584324,0.00027687565531596983,0.00037145747663642483,1.1404705241038651e-05,1.2754940661822978e-08,2.4150968790169307e-07,1.4528362476662381e-05,-0.39057979778168495,3.6404022883920852,3.1830969620344955,3.5710103838052962
b0389,0.00028395859515198846,0.0001336473345312578,4.743591551038496e-05,0.0002874047786367289,0.00019554112609300388,0.00013276021358664923,4.739572740454371e-05,6.735916032472802e-05,0.00028355090226774536,5.0262936561085766e-05,3.6968679197881086e-06,3.7117764020836225e-05,0.00012231739893660043,-1.0968577258465722,4.758189029477238,2.1591566764818992,2.9123028423887956
b0390,5.942315704887493e-06,1.158673399907308e-05,8.723534161566832e-06,6.014432945192671e-06,1.970431495264031e-05,1.1509823865053296e-05,8.716143510191758e-06,1.1062743842323489e-05,5.933784039108854e-06,2.0416595677975584e-06,2.888402891820007e-07,3.892444056552186e-07,1.693557305634281e-06,0.9537685958649753,5.394728331857188,5.931212340545109,4.746832833370609
b0391,0.0008088847467431784,0.0005775502345751322,0.0008128466957165368,0.000818701548568785,0.000790695709730385,0.0005737165860294864,0.0008121580451721407,0.000622829424627584,0.0008077233923730335,3.80845105529817e-05,2.4176579185982696e-05,4.225648792231286e-05,2.5561334020497576e-05,-0.4955959295074983,2.8834912229457403,2.8731368819536973,3.6419503439773306
b0393,6.43591449995177e-05,5.37774897371313e-05,6.257385827870643e-05,6.514022162961805e-05,4.986039748525666e-05,5.342052685671468e-05,6.252084518067e-05,6.82690915139408e-05,6.426674150865583e-05,9.87230469505184e-07,2.5165541652677796e-07,6.751004540330003e-07,7.396921152653078e-08,-0.2687509556904679,4.372026977792119,4.3140384122718185,4.502627526833898
b0394,3.0516208583733473e-05,2.0336059513016168e-05,1.4935045988021181e-05,3.0886559951269524e-05,3.50648040955451e-05,2.0201073324267423e-05,1.4922392891681575e-05,2.6344648865175885e-05,3.0472395009127613e-05,1.981743371236224e-06,3.5424249405435982e-06,7.946983943762149e-07,3.5163764344352976e-07,-0.5951437806272839,5.486693411711316,4.438415894677769,4.472952722392467
b0397,1.5844840245930686e-06,1.5732866535929982e-06,4.556796000127431e-06,1.6037136685292379e-06,2.346364110236737e-06,1.5628435306742315e-06,4.552935444302173e-06,5.0214220369357704e-06,1.5822091053863522e-06,1.4845769189115943e-10,2.2921016407444264e-08,1.8583247085660282e-06,2.31369848203073e-06,-0.019839768649038803,5.541751394192882,7.048354597214036,6.978048634454391
b0402,6.9043534227331165e-06,9.561165437457232e-06,9.066673512464457e-06,6.988146162746843e-06,4.459779398900615e-06,9.497700571927482e-06,9.058992150550674e-06,6.5259685012365575e-06,6.89444051356676e-06,4.3544658604906216e-07,3.9486170756987564e-07,1.3424760847749305e-08,1.5632153289802545e-08,0.4600719583250097,4.811274047912329,5.18693759915484,5.0626294004684205
b0403,2.9128651678951055e-06,8.929176712498621e-06,7.862032775179396e-06,2.9482163353056307e-06,4.376428179272575e-06,8.869906845968541e-06,7.855371995011108e-06,5.981673135687997e-06,2.908683028590342e-06,3.919840000907092e-06,2.4529992361955107e-07,6.732285658854653e-08,1.1985767159171764e-06,1.6064800301920563,4.929855950695405,6.344915937839502,5.018728477498517
b0405,3.203251519559497e-05,2.730482368325414e-05,3.510109405908838e-05,3.242126879110655e-05,3.459786610744048e-05,2.7123580405464763e-05,3.5071356117530555e-05,6.673049908116219e-05,3.198652458734216e-05,3.9698112293121753e-07,1.124025657288049e-05,1.012576915848464e-06,1.3860010602310167e-05,-0.23998945135861405,5.183276024164099,5.297851471320193,4.9023588078959435
b0406,0.00017476128995767202,0.00019731426830724882,0.00020268815291233172,0.0001768822311142575,0.0001774259414281814,0.00019600454057717921,0.00020251643380763301,0.00018453224026858953,0.0001745103768471928,1.2417708632617294e-06,8.385928539637237e-07,6.79823594593198e-08,1.6309365475421786e-07,0.1655014158955126,3.6707642478108298,3.867236885904072,3.8025275745851594
b0407,0.0025698241238972224,0.002850634939890342,0.002439688257373584,0.0026010120703290666,0.0022393174984955875,0.002831713066367917,0.0024376213330009424,0.0022509047449721462,0.0025661345049634884,1.2912924827100224e-05,7.500093149063677e-06,3.147941915287219e-05,2.4697666457500038e-05,0.1400054602587506,2.5826644375188668,2.490288155641448,2.4377684103414685
b0408,0.00015080582653563348,0.00017417076202123414,0.00017771114451066566,0.00015263603895984817,0.00014072559457940515,0.00017301465568009844,0.0001775605861371649,0.0001477237043917194,0.00015058930742534534,1.5604802340597995e-06,2.6857682135688135e-06,3.2775526338205303e-08,7.990953905650795e-08,0.19820208080613888,3.6380113307752246,3.857449850641995,3.851011243009779
b0409,0.0001250832501429886,0.00015805305837061787,0.00017004795124317813,0.00012660128776614872,0.00015755218946066047,0.00015700393772087365,0.00016990388519134552,0.00015963415815296826,0.00012490366216117736,3.7649524110206005e-06,3.255883050547854e-07,4.335820334380074e-07,3.977032753231096e-06,0.32791213131527996,3.7791448828174374,4.204794427533528,3.947025765457205
b0410,1.3261469426187589e-05,1.9275428606741726e-05,1.15413507537918e-05,1.3422413513460084e-05,1.0235429444070353e-05,1.9147482647375447e-05,1.1531572824544441e-05,1.1642278703591167e-05,1.3242429302690815e-05,1.1470190944152928e-06,4.400215910242727e-10,1.8195976628772344e-06,1.2363912543004997e-07,0.529914090065688,5.041961023375009,4.824128995522802,4.2924557128084135
b0411,0.00041961689434729304,0.0006258530087712997,0.0006720062681819915,0.00042470945655849734,0.0005625076847283332,0.0006216987372755411,0.0006714369388301471,0.0006006773114510344,0.000419014430379467,4.2316318340953566e-05,3.92707744740746e-06,1.6211534581436976e-06,3.225847732795067e-05,0.5671428846881952,3.1217850026466856,3.783783460529815,3.335798064469606
b0412,1.1696625302863274e-05,1.1523925894928545e-05,1.4986912774456088e-05,1.1838578100327807e-05,4.766653101330052e-06,1.144743266697631e-05,1.4974215736139594e-05,8.189335581496474e-06,1.1679831900631223e-05,2.673536663500944e-09,1.848396705880463e-06,4.7152291280011977e-07,6.312204500352351e-07,-0.03106826589686662,4.313259459198054,4.653466872302843,5.295827399227894
b0413,8.803550614064904e-05,0.0001344523210517279,0.00013679014672198718,8.910392425692503e-05,0.00011356516730780017,0.0001335598567876664,0.0001366742569613416,0.0001383600690766579,8.790910937003861e-05,1.0144670598602733e-05,8.974627016506776e-09,1.8259356412633635e-08,1.1630048477010379e-05,0.6013290431261904,3.950096991257066,4.568500428413911,3.9627075691304228
b0414,4.792141017065961e-05,4.949720144412897e-05,4.456051439435529e-05,4.85029948633406e-05,4.6187565282555835e-05,4.916865015461315e-05,4.4522762352478324e-05,4.0041765835335854e-05,4.785260711886603e-05,1.609181244872427e-08,2.3727937735414816e-07,2.587858038608068e-07,7.851227917345644e-07,0.03706838629768505,4.3282870848788235,4.2059791411074094,4.282783530421213
b0415,0.00290087356125134,0.0028464874675783606,0.0029642166733387255,0.0029360791959064684,0.0021460072430756127,0.0028275931240442295,0.002961705364088703,0.0029651299457415076,0.0028967086388675747,9.334810007377743e-07,1.4067474268797397e-10,2.301009438855639e-06,1.4324823199764886e-07,-0.036912876203723854,2.5772989565257642,2.591058980694825,2.634611496736804
b0416,0.00026544819122406235,0.00023930295349822582,0.00031115493714066467,0.00026866972840683693,0.000372970263007083,0.0002377145143205981,0.00031089132406579746,0.0003436593165847785,0.0002650670746086652,1.5020582970127387e-06,1.6415516895655928e-06,9.775953449326361e-06,9.608324050641335e-06,-0.15920031717953442,3.6742194916050828,3.8860188504933646,3.9528070295368796
b0417,4.915363318569834e-05,4.010140588305769e-05,4.216423116916837e-05,4.975017240582257e-05,4.3170918446196736e-05,3.983522177102971e-05,4.21285092785564e-05,4.619142520010709e-05,4.9083060972612915e-05,9.450767122423512e-07,1.8647646958123222e-07,5.0392353398483344e-08,1.3043117937752192e-07,-0.30325345043464047,4.5509044473089,4.312222570378795,4.531201792134873
b0419,0.00015328846987307078,0.00011889725888487188,5.71319913604584e-05,0.00015514881219866564,0.0001421231014512219,0.0001181080456245906,5.708358865775916e-05,5.5221742345511084e-05,0.00015306838631345775,4.387090997415207e-06,3.2297270036422564e-08,1.992898160119249e-05,4.288146511367903e-05,-0.37614193799260676,4.291187858712206,2.8499059285847093,3.267003028010956
b0420,4.536005445056101e-05,7.49081880381512e-05,8.474755361676024e-05,4.591055397120689e-05,5.959349286995233e-05,7.441096433545341e-05,8.467575477788696e-05,7.131875560930386e-05,4.5294928859210356e-05,7.780392377278628e-06,1.125062082415191e-06,6.10810993846388e-07,6.005165569084804e-06,0.7140928436778715,3.9781175383370435,4.8624634211564235,4.327835804047826
b0421,3.202639787134407e-05,3.9635613238841166e-05,4.487984437649129e-05,3.241507722567344e-05,3.599180921311091e-05,3.937252095361226e-05,4.4841821795572706e-05,4.5449974613297325e-05,3.198041604602515e-05,7.846032631853822e-07,3.6060814408872023e-09,3.278636204561599e-07,2.3266759487926573e-06,0.29792754675859534,4.444674505207361,4.91407716853351,4.610473844832649
b0422,0.00011464400961020111,0.0001545328066191357,0.00013123798736456384,0.00011603535433189063,0.0001514114835261947,0.00015350705260868875,0.00013112680143993584,0.00014744951824129066,0.00011447940974339954,5.9479303064408805e-06,9.624299294095327e-07,1.8695282738167998e-06,3.913405445916547e-06,0.42114396612920757,4.073502315271854,4.251123248459873,3.7204534782409766
b0423,4.302899397715558e-05,4.107313370959167e-05,6.136781675109611e-05,4.355120323914216e-05,5.032600769244481e-05,4.080049948682709e-05,6.131582542156651e-05,5.2399280265860925e-05,4.296721520038977e-05,5.8730319055893523e-08,6.898335176869523e-07,4.325562930314644e-06,8.434593130681825e-07,-0.07672229627493188,4.135540513896688,4.630310193952225,4.871972866421578
b0424,0.0001100223319261081,8.929307630984785e-05,7.58180260029943e-05,0.0001113575869587421,0.00012966975479259223,8.870036895447242e-05,7.57537923348781e-05,0.00010186534145209773,0.00010986436762215703,2.214190356465565e-06,4.0351176184373535e-06,1.0826754227734027e-06,4.1657651381023296e-07,-0.31078437575033213,4.495240780696104,3.9406537263770165,3.9630701087912286
b0425,8.52804444350695e-06,2.7755781201522436e-06,5.017052736598251e-06,8.631542652119423e-06,3.0270612677261834e-06,2.757154456916308e-06,5.012802247402036e-06,2.8041606969618588e-06,8.515800323781447e-06,2.6576189100036236e-06,5.816041396585973e-07,7.260239047939627e-07,2.674610899064906e-06,-1.629034866678662,4.820322185763656,4.037543864071468,6.255264801802586
b0426,0.0012107134623761471,0.0013590301731180275,0.001351708978493002,0.0012254069451938102,0.0016211757373454485,0.0013500092365227971,0.0013505637992989304,0.0014787926338620976,0.0012089751833738724,7.722405398357399e-06,5.795127496572823e-06,2.642649151200424e-08,2.4557790592704505e-05,0.1571118128764919,3.014470398246093,3.155994039428304,2.9159736529558407
b0430,4.405399097267596e-06,1.4860817128535688e-05,1.4986912774456088e-05,4.458863982190581e-06,8.388290097019736e-06,1.4762174367159565e-05,1.4974215736139594e-05,1.5198084569636901e-05,4.399074055888779e-06,7.494196115616639e-06,1.4808100878080518e-09,4.3155971597053533e-10,7.897816399420888e-06,1.7445606082404908,4.9315960949605255,6.680551225258196,4.928946242283422
b0431,0.0003515340558204967,0.0003663387654801609,0.0004168791158523708,0.0003558003498442573,0.0003737645928657983,0.00036390709115744185,0.00041652593236575275,0.000366810506731022,0.0003510293416277447,2.1523778226774978e-07,3.1348726553098445e-06,3.290692621919322e-06,1.6862285026419217e-07,0.04990570297677088,3.3174181057496073,3.545979276711985,3.6309721706448794
b0432,0.000800738169784023,0.0010805037286895178,0.0010232128145616626,0.0008104561029736626,0.0008274406408663429,0.0010733315879819607,0.0010223459400753735,0.0011040156836381887,0.0007995885118425613,4.188061842069844e-05,3.109674232469172e-06,1.5940252781187353e-06,4.7705195368115774e-05,0.42269335795013063,3.123876922089365,3.460177207868443,2.9684248826354356
b0434,0.0008678388827117086,0.0008717959895088438,0.001017478570989294,0.000878371164798172,0.0007480090433597105,0.0008660092038282198,0.001016616554602298,0.001067789538876737,0.0008665928850796888,1.9301278465040303e-09,1.2238467008280057e-06,1.1412914130802662e-05,1.9096038955671393e-05,-0.003044868407979351,3.0986212554612678,3.3107170664363164,3.2724465438185604
